Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Investasi Pada Entitas Asosiasi,Aset Tetap,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,4356904783.000000,2370946324.000000,2249825878.000000,121120446.000000,2370946324.000000,,,,456708891.000000,937665855.000000,8122225853.000000,,389832603.000000,5538134323.000000,657783357.000000,4880350966.000000,5538134323.000000,47500000.000000,57703393591.000000,,,63678860517.000000,71801086370.000000,,,37924884200.000000,13611297018.000000,,19534493446.000000,19534493446.000000,,,,2282661806.000000,1062994061.000000,,,1433437869.000000,,1433437869.000000,,37924884200.000000,6018809991.000000,,501960000.000000,2700000000.000000,3201960000.000000,,,1530857304.000000,,1530857304.000000,1285992687.000000,6018809991.000000,43943694191.000000,,25000000.000000,7271363600.000000,20451356575.000000,,20451356575.000000,20451356575.000000,109672004.000000,,27857392179.000000,71801086370.000000,250.000000
12M 2021,,,9193020680.000000,4126120866.000000,3754467808.000000,371653058.000000,4126120866.000000,17500000.000000,17500000.000000,17500000.000000,1995454491.000000,197009355.000000,15529105392.000000,,812463608.000000,5098572475.000000,462975185.000000,4635597290.000000,5098572475.000000,47500000.000000,52955547474.000000,,419880944.000000,59333964501.000000,74863069893.000000,,,30906844447.000000,6578487668.000000,,15309605114.000000,15309605114.000000,,,,2962142654.000000,4375634553.000000,,,1680974458.000000,,1680974458.000000,,30906844447.000000,4743895434.000000,,,2700000000.000000,2700000000.000000,,,300336430.000000,,300336430.000000,1743559004.000000,4743895434.000000,35650739881.000000,,25000000.000000,7271363600.000000,31886365512.000000,,31886365512.000000,31886365512.000000,127392050.000000,-97791150.000000,39212330012.000000,74863069893.000000,250.000000
12M 2022,,,13178488169.000000,7920566774.000000,5911682330.000000,2008884444.000000,7920566774.000000,4500000.000000,4500000.000000,4500000.000000,7991118576.000000,2207511833.000000,31302185352.000000,,1009964008.000000,5211505089.000000,462975185.000000,4748529904.000000,5211505089.000000,47500000.000000,56666431536.000000,,2601131557.000000,65536532190.000000,96838717542.000000,,,26158804252.000000,189770927.000000,,13178605526.000000,13178605526.000000,,,,5160417407.000000,7031760090.000000,,,598250302.000000,,598250302.000000,,26158804252.000000,5390210331.000000,,,2700000000.000000,2700000000.000000,,,670347045.000000,,670347045.000000,2019863286.000000,5390210331.000000,31549014583.000000,,25000000.000000,7271363600.000000,57838171482.000000,,57838171482.000000,57838171482.000000,165160955.000000,-9993078.000000,65289702959.000000,96838717542.000000,250.000000
12M 2023,,,11561916847.000000,11586022745.000000,9890865756.000000,1695156989.000000,11586022745.000000,1370009835.000000,1370009835.000000,1370009835.000000,17527482958.000000,8241892989.000000,50287325374.000000,,1674681955.000000,674062749.000000,674062749.000000,,674062749.000000,,117952793934.000000,427672658.000000,14847683420.000000,135576894716.000000,185864220090.000000,,,51976015893.000000,14027877173.000000,,18279545620.000000,18279545620.000000,,,,5646995896.000000,8834810289.000000,,353571432.000000,4071349650.000000,761865833.000000,5186786915.000000,,51976015893.000000,14022197869.000000,,,2350000000.000000,2350000000.000000,,1502678562.000000,2909874617.000000,4513603981.000000,8926157160.000000,2746040709.000000,14022197869.000000,65998213762.000000,,55000000000.000000,7271363600.000000,28890661326.000000,1000000000.000000,27890661326.000000,28890661326.000000,375549799.000000,28328431603.000000,119866006328.000000,185864220090.000000,1100000000.000000
12M 2024,,,12232029244.000000,15497364014.000000,13362289620.000000,2135074394.000000,15497364014.000000,277000000.000000,277000000.000000,277000000.000000,67992377284.000000,9644763874.000000,105643534416.000000,,1951326366.000000,2386037138.000000,2386037138.000000,,2386037138.000000,,238985401024.000000,,32238099976.000000,275560864504.000000,381204398920.000000,,,73250702156.000000,14275592845.000000,,17307863802.000000,17307863802.000000,,,,6947264704.000000,22376498573.000000,,,2789422111.000000,9554060121.000000,12343482232.000000,,73250702156.000000,44880565532.000000,,762955856.000000,32457940713.000000,33220896569.000000,,,1293412050.000000,7067156814.000000,8360568864.000000,3299100099.000000,44880565532.000000,118131267688.000000,,68750000000.000000,56857515587.000000,125480274813.000000,2000000000.000000,123480274813.000000,125480274813.000000,11864655951.000000,120684881.000000,263073131232.000000,381204398920.000000,1375000000.000000
