Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,11445013.86,0.00,0.00,19.93 B,3.98%,10.31%,68.58%,5.69
12M 2021,0.00 B,45740035.75,0.00,0.00,28.11 B,15.27%,29.26%,48.46%,8.71
12M 2022,0.00 B,103807223.88,0.00,0.00,54.15 B,26.80%,39.85%,63.97%,26.33
12M 2023,1.10 B,23.66,0.00,0.00,87.01 B,14.00%,21.78%,65.84%,34.51
12M 2024,1.38 B,70.25,11.03,3.06,176.01 B,25.34%,38.45%,66.10%,48.51
