Period,Total Pendapatan,Total Beban Pokok Penjualan,Adjustment,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Final,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Adjustment,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2015,332414165807.000000,-274977162002.000000,,-274977162002.000000,57437003805.000000,-20181826847.000000,-20181826847.000000,-20181826847.000000,37255176958.000000,-2377718607.000000,-2539207440.000000,101033732.000000,,60455101.000000,-2377718607.000000,34877458351.000000,-9133231009.000000,,-9133231009.000000,-9133231009.000000,25744227342.000000,,25744227342.000000,243030353.000000,,243030353.000000,25987257695.000000,25744227342.000000,25561619681.000000,182607661.000000,25744227342.000000,25987257695.000000,25801252097.000000,186005598.000000,25987257695.000000
12M 2016,245681525652.000000,-203434471771.000000,,-203434471771.000000,42247053881.000000,-17258418082.000000,-17258418082.000000,-17258418082.000000,24988635799.000000,-7826194531.000000,-7632546001.000000,142133653.000000,,-335782183.000000,-7826194531.000000,17162441268.000000,-7253516646.000000,,-7253516646.000000,-7253516646.000000,9908924622.000000,,9908924622.000000,-59312586.000000,,-59312586.000000,9849612036.000000,9908924622.000000,9898528510.000000,10396112.000000,9908924622.000000,9849612036.000000,9840004112.000000,9607924.000000,9849612036.000000
12M 2017,258272501858.000000,-208630132414.000000,,-208630132414.000000,49642369444.000000,-22926998336.000000,-22926998336.000000,-22926998336.000000,26715371108.000000,-9785739063.000000,-10490938857.000000,128791193.000000,,576408601.000000,-9785739063.000000,16929632045.000000,-6923268219.000000,,-6923268219.000000,-6923268219.000000,10006363826.000000,,10006363826.000000,-108241545.000000,,-108241545.000000,9898122281.000000,10006363826.000000,9984057804.000000,22306022.000000,10006363826.000000,9898122281.000000,9876919106.000000,21203175.000000,9898122281.000000
12M 2018,292290640713.000000,-262931974969.000000,,-262931974969.000000,29358665744.000000,-28934131433.000000,-28934131433.000000,-28934131433.000000,424534311.000000,-12724578386.000000,-14356810795.000000,93945897.000000,,1538286512.000000,-12724578386.000000,-12300044075.000000,-8627152722.000000,,-8627152722.000000,-8627152722.000000,-20927196797.000000,,-20927196797.000000,241067662.000000,,241067662.000000,-20686129135.000000,-20927196796.000000,-20899549625.000000,-27647171.000000,-20927196796.000000,-20686129135.000000,-20711826021.000000,25696886.000000,-20686129135.000000
12M 2019,343283077876.000000,-298979804553.000000,,-298979804553.000000,44303273323.000000,-29943178073.000000,-29943178073.000000,-29943178073.000000,14360095250.000000,-15364771834.000000,-11401600717.000000,41090304.000000,,-4004261421.000000,-15364771834.000000,-1004676584.000000,-10080462908.000000,,-10080462908.000000,-10080462908.000000,-11085139492.000000,,-11085139492.000000,-819779369.000000,,-819779369.000000,-11904918861.000000,-11085139491.000000,-11088567582.000000,3428091.000000,-11085139491.000000,-11904918860.000000,-11908852472.000000,3933612.000000,-11904918860.000000
12M 2020,132196198859.000000,-192867307633.000000,,-192867307633.000000,-60671108774.000000,-17111818953.000000,-17111818953.000000,-17111818953.000000,-77782927727.000000,-9274460390.000000,-9905749919.000000,319716873.000000,,311572656.000000,-9274460390.000000,-87057388117.000000,-4038874730.000000,,-4038874730.000000,-4038874730.000000,-91096262847.000000,,-91096262847.000000,,,,-91096262847.000000,-91096262848.000000,-91173488812.000000,77225964.000000,-91096262848.000000,-91096262848.000000,-91173488812.000000,77225964.000000,-91096262848.000000
12M 2021,16540856438.000000,-18951871817.000000,,-18951871817.000000,-2411015379.000000,-77994648412.000000,-77994648412.000000,-77994648412.000000,-80405663791.000000,-24154671.000000,-24978140.000000,251713.000000,,571756.000000,-24154671.000000,-80429818462.000000,-512565297.000000,,-512565297.000000,-512565297.000000,-80942383759.000000,,-80942383759.000000,,,,-80942383759.000000,-80942383759.000000,-80925972502.000000,-16411257.000000,-80942383759.000000,-80942383759.000000,-80925972502.000000,-16411257.000000,-80942383759.000000
