Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kepada Pemasok Dan Beban Lainnya,Pembayaran Kepada Karyawan,Pembayaran Beban Usaha,Pembayaran Beban Keuangan,Penerimaan Bunga,Pembayaran Pajak,Lain-Lain,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Investasi Pada Entitas Asosiasi,Pelepasan Aset Tetap,Uang Muka Untuk Perolehan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Pinjaman Bank,Pembayaran Pinjaman Bank,Pembayaran Pinjaman Bank Jangka Panjang,Penerimaan Pinjaman Bank Jangka Panjang,Penurunan(Kenaikan) Piutang Pihak Berelasi,Penambahan Investasi Kepentingan Non Pengendali,Pembayaran Dividen,Tambahan Modal Entitas Anak,Beban Emisi Saham,Agio Saham Dari Penawaran Umum Perdana Saham,Pembagian Dividen Tunai Dari Entitas Anak Kepada Kepentingan Non Pengendali,Penambahan Modal Saham,Tambahan Modal Disetor Lainnya,Pembayaran Utang Perusahaan Pembiayaan,Adjustment,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Adjustment,Total Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2015,-854458370.000000,289943324805.000000,-256375612093.000000,-19008608676.000000,-8684643788.000000,-2523413462.000000,15478353.000000,-4152771285.000000,-68212224.000000,-854458370.000000,-6898461482.000000,-5846153982.000000,-1250437500.000000,320800000.000000,-122670000.000000,-6898461482.000000,5396637985.000000,173124144552.000000,-163005506450.000000,,,8330258263.000000,,-33500000000.000000,,,,-65000000.000000,22000000000.000000,,-1487258380.000000,,5396637985.000000,-2356281867.000000,13419670047.000000,-74025.000000,,-74025.000000,11063314155.000000
12M 2016,-67202838778.000000,223365807205.000000,-242074505670.000000,-15973367249.000000,-6926635814.000000,-7459224858.000000,44613343.000000,-18282510839.000000,102985104.000000,-67202838778.000000,-2446040918.000000,-2051479118.000000,,,-394561800.000000,-2446040918.000000,67562684088.000000,213743239498.000000,-172079757868.000000,,,,,,,-2569239939.000000,14450000000.000000,,17000000000.000000,,-2981557603.000000,,67562684088.000000,-2086195608.000000,11063314155.000000,-150241.000000,,-150241.000000,8976968306.000000
12M 2017,-3236874964.000000,260557939485.000000,-229040311270.000000,-15595724892.000000,-7217756589.000000,-10490938857.000000,128791193.000000,-2436463226.000000,857589192.000000,-3236874964.000000,-535465332.000000,-1290537132.000000,,60000000.000000,695071800.000000,-535465332.000000,3599465220.000000,195536875458.000000,-2925690074.000000,-184797879598.000000,,,5000000.000000,,,,,,,,-4218840566.000000,,3599465220.000000,-172875076.000000,8976968306.000000,-21199.000000,,-21199.000000,8804072031.000000
12M 2018,-14803008564.000000,304462915653.000000,-247536236733.000000,-33918727471.000000,-6118073609.000000,-14391942796.000000,-11081543138.000000,93945897.000000,-6313346367.000000,-14803008564.000000,-6364211329.000000,-6422256134.000000,,110694805.000000,-52650000.000000,-6364211329.000000,22255993827.000000,366962254107.000000,-346469559380.000000,-421892277.000000,5610000000.000000,,,,,,,,,,-3424808623.000000,,22255993827.000000,1088773934.000000,8804072031.000000,-30878.000000,,-30878.000000,9892815087.000000
12M 2019,6259079881.000000,324029461689.000000,-298787730645.000000,1018997501.000000,-280350137.000000,-11401600717.000000,41090304.000000,-5551718657.000000,-2809069457.000000,6259079881.000000,1501945003.000000,,,1449295003.000000,52650000.000000,1501945003.000000,-4245771543.000000,,5359437922.000000,-6303418892.000000,,,,,,,,,,,-3301790573.000000,,-4245771543.000000,3515253341.000000,9892815087.000000,,,,13408068428.000000
12M 2020,-12256890693.000000,143042815214.000000,-110279699569.000000,-33144239329.000000,,-9905749919.000000,319716873.000000,-2601306619.000000,311572656.000000,-12256890693.000000,-2131907798.000000,-1602887511.000000,,-529020287.000000,,-2131907798.000000,4825383832.000000,,-49875544042.000000,55138305347.000000,,,,,,,,,,,-437377473.000000,,4825383832.000000,-9563414659.000000,13408068428.000000,,,,3844653769.000000
12M 2021,870101165.000000,17796039084.000000,-14219110147.000000,-1365826284.000000,,-1316846817.000000,251713.000000,-24978140.000000,571756.000000,870101165.000000,-2250000.000000,-2250000.000000,,,,-2250000.000000,-54767436.000000,,,,,,,,,,,,,,-54767436.000000,,-54767436.000000,813083729.000000,3844653769.000000,,,,4657737498.000000
