Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2018,,,,,,,,,,,,,,,0.0
12M 2019,51.11,45.22,45.23,51.1,7.14,,8.07,,80.17,,3.36,,17.16,,1.12
12M 2020,111.08,97.72,94.66,114.14,3.29,,3.74,,32.3,,1.55,,25.25,,1.1
12M 2021,85.68,63.73,70.52,78.89,4.26,7.92,5.73,12.38,37.52,74.07,2.1,4.04,8.45,8.45,1.37
12M 2022,92.87,66.5,76.43,82.94,3.93,3.88,5.49,4.19,34.9,33.24,2.04,1.91,3.91,3.91,2.37
12M 2023,93.68,82.92,72.77,103.83,3.9,4.07,4.4,4.15,31.82,31.64,1.88,1.84,3.85,3.85,2.21
12M 2024,84.32,79.45,58.77,105.0,4.33,4.24,4.59,4.18,30.23,30.63,1.91,1.83,4.2,4.2,2.57
