Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pemegang Saham,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M 2019,,,1133955608.000000,75702021254.000000,75702021254.000000,75702021254.000000,7965776597.000000,7965776597.000000,7965776597.000000,56608728968.000000,1580280121.000000,142990762548.000000,,3367653250.000000,6743480115.000000,7697486750.000000,17808620115.000000,160799382663.000000,,,127242532255.000000,68513373523.000000,,56626809958.000000,56626809958.000000,,1348674798.000000,1348674798.000000,716493976.000000,37180000.000000,,,,,,127242532255.000000,13470613000.000000,,,,13470613000.000000,13470613000.000000,140713145255.000000,,2200000000.000000,,17886237408.000000,,17886237408.000000,17886237408.000000,,20086237408.000000,160799382663.000000,2200000.000000
12M 2020,,,1945989097.000000,49102869953.000000,49102869953.000000,49102869953.000000,176741135.000000,176741135.000000,176741135.000000,34253000479.000000,242317840.000000,85720918504.000000,,2772451847.000000,5954102454.000000,9114566338.000000,17841120639.000000,103562039143.000000,,,77600225715.000000,40774725914.000000,,31394126574.000000,31394126574.000000,,1538623592.000000,1538623592.000000,812897135.000000,79852500.000000,3000000000.000000,,,,,77600225715.000000,13343933000.000000,,,,13343933000.000000,13343933000.000000,90944158715.000000,,2200000000.000000,,10417880428.000000,,10417880428.000000,10417880428.000000,,12617880428.000000,103562039143.000000,2200000.000000
12M 2021,,,1980873742.000000,57191230532.000000,57191230532.000000,57191230532.000000,116224915.000000,116224915.000000,116224915.000000,29479747400.000000,9855696086.000000,98623772675.000000,,1918786980.000000,6113215858.000000,5444701756.000000,13476704594.000000,112100477269.000000,,,71842863852.000000,30843193738.000000,,39135379376.000000,39135379376.000000,,830625207.000000,830625207.000000,763077421.000000,184819203.000000,,,85768907.000000,85768907.000000,,71842863852.000000,8892890452.000000,,171131452.000000,171131452.000000,8721759000.000000,8892890452.000000,80735754304.000000,,12000000000.000000,,19364722965.000000,,19364722965.000000,19364722965.000000,,31364722965.000000,112100477269.000000,1200000000.000000
12M 2022,,,1526125000.000000,60218676000.000000,60218676000.000000,60218676000.000000,394754000.000000,394754000.000000,394754000.000000,38704781000.000000,1230700000.000000,102075036000.000000,,1886051000.000000,7107460000.000000,3365466000.000000,12358977000.000000,114434013000.000000,,,43082332000.000000,2356398000.000000,,39227536000.000000,39227536000.000000,,556121000.000000,556121000.000000,518002000.000000,234422000.000000,,,189853000.000000,189853000.000000,,43082332000.000000,8754847000.000000,,181890000.000000,181890000.000000,8572957000.000000,8754847000.000000,51837179000.000000,,15000000000.000000,25347976000.000000,22248858000.000000,50000000.000000,22198858000.000000,22248858000.000000,,62596834000.000000,114434013000.000000,1500000000.000000
12M 2023,,,1090500553.000000,54942362058.000000,54942362058.000000,54942362058.000000,2876496426.000000,2876496426.000000,2876496426.000000,46618950806.000000,689190001.000000,106217499844.000000,,3789175489.000000,6993839266.000000,6718194100.000000,17501208855.000000,123718708699.000000,,,48011969973.000000,10888203032.000000,,35655084879.000000,35655084879.000000,,609999043.000000,609999043.000000,272491468.000000,404301250.000000,,,181890301.000000,181890301.000000,,48011969973.000000,9182529000.000000,,,,9182529000.000000,9182529000.000000,57194498973.000000,,15000000000.000000,25347976640.000000,26176233086.000000,100000000.000000,26076233086.000000,26176233086.000000,,66524209726.000000,123718708699.000000,1500000000.000000
12M 2024,,,1662128122.000000,47612434373.000000,47612434373.000000,47612434373.000000,174078180.000000,174078180.000000,174078180.000000,36224359814.000000,771966245.000000,86444966734.000000,,3969398297.000000,7691028294.000000,10715715384.000000,22376141975.000000,108821108709.000000,,,33646355521.000000,5631878912.000000,,25630968167.000000,25630968167.000000,,540178541.000000,540178541.000000,395811197.000000,348390284.000000,,,,,1099128420.000000,33646355521.000000,10155747164.000000,744930164.000000,,744930164.000000,9410817000.000000,10155747164.000000,43802102685.000000,,15000000000.000000,25347976640.000000,24671029384.000000,150000000.000000,24521029384.000000,24671029384.000000,,65019006024.000000,108821108709.000000,1500000000.000000
