Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2019,1.12,0.68,3.41,8.01,0.0,0.0,3.35,0.43,7.01
12M 2020,1.1,0.66,3.47,8.21,0.0,0.0,3.32,0.42,7.21
12M 2021,1.37,0.96,0.99,3.57,0.0,0.0,0.93,0.28,2.57
12M 2022,2.37,1.47,0.04,1.83,0.0,0.0,0.02,0.02,0.83
12M 2023,2.21,1.24,0.17,1.86,0.0,0.0,0.15,0.09,0.86
12M 2024,2.57,1.49,0.1,1.67,0.0,0.0,0.07,0.06,0.67
