Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Pendapatan Dari Pengelolaan Dana,Pembayaran Bagi Hasil Dana Syirkah Temporer,Penerimaan Pendapatan Administrasi,Penerimaan Dari Piutang Yang Dihapusbukukan,Pembayaran Beban Tenaga Kerja,Pembayaran Beban Usaha Lainnya,Penerimaan Non-Operasional-Bersih,Pembayaran Pajak Penghasilan Badan,Penurunan (Kenaikan) Aset Operasi :,Penempatan Pada Bank Indonesia Dan Bank Lain,Piutang Murabahah,Pinjaman Qardh,Pembiayaan Musyarakah,Aset Lain-Lain,Total Penurunan (Kenaikan) Aset Operasi :,Penurunan (Kenaikan) Liabilitas Operasi :,Liabilitas Operasi,Simpanan Nasabah,Hak Minoritas,Liabilitas Lain-Lain,Total Penurunan (Kenaikan) Liabilitas Operasi :,Kenaikan Dana Syirkah Temporer,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Hasil Penjualan Aset Tetap,Perolehan Aset Tetap,Penambahan Aset Tidak Berwujud,Penambahan Aset Hak Guna,Invetasi Pada Surat Berharga,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penawaran Umum Saham Perdana,Biaya Emisi Saham,Penerimaan Dari Pinjaman Yang Diterima,Pembayaran Dari Pinjaman Yang Diterima,Pembelian Kembali Saham Treasuri,Pembiayaan Yang Diterima,Surat Berharga Yang Diterbitkan,Liabilitas Sewa,Pembayaran Dividen,Pembayaran Pajak Dividen,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2017,370736000000.000000,2871114000000.000000,-344173000000.000000,6557000000.000000,6956000000.000000,-779922000000.000000,-644557000000.000000,1158000000.000000,-245178000000.000000,,-705000000000.000000,-1082271000000.000000,-78000000.000000,,184825000000.000000,-1602524000000.000000,,-57010000000.000000,304981000000.000000,,,247971000000.000000,853334000000.000000,370736000000.000000,-150913000000.000000,2433000000.000000,-100628000000.000000,-13846000000.000000,,-38872000000.000000,-150913000000.000000,,,,,,,,,,,,,219823000000.000000,1724429000000.000000,,1944252000000.000000
12M 2018,676717000000.000000,3421976000000.000000,-364315000000.000000,6266000000.000000,13077000000.000000,-878675000000.000000,-600723000000.000000,-1322000000.000000,-368990000000.000000,,-355000000000.000000,-1223906000000.000000,16000000.000000,,-23006000000.000000,-1601896000000.000000,,-17207000000.000000,321424000000.000000,,2290000000.000000,306507000000.000000,744812000000.000000,676717000000.000000,-402683000000.000000,3041000000.000000,-81490000000.000000,-23065000000.000000,,-301169000000.000000,-402683000000.000000,735021000000.000000,751111000000.000000,-16090000000.000000,,,,,,,,,735021000000.000000,1009055000000.000000,1944252000000.000000,,2953307000000.000000
12M 2019,524453000000.000000,4396842000000.000000,-518761000000.000000,7450000000.000000,13968000000.000000,-1017553000000.000000,-746036000000.000000,1133000000.000000,-562722000000.000000,,-1170000000000.000000,-1692554000000.000000,-728000000.000000,-29129000000.000000,-8761000000.000000,-2901172000000.000000,,6425000000.000000,276631000000.000000,,10444000000.000000,293500000000.000000,1557804000000.000000,524453000000.000000,-1488581000000.000000,2162000000.000000,-119488000000.000000,-41542000000.000000,,-1329713000000.000000,-1488581000000.000000,-9763000000.000000,,,,,-9763000000.000000,,,,,,-9763000000.000000,-973891000000.000000,2953307000000.000000,,1979416000000.000000
12M 2020,1111025000000.000000,4058197000000.000000,-500706000000.000000,10159000000.000000,15693000000.000000,-1122377000000.000000,-734074000000.000000,-18478000000.000000,-267730000000.000000,,-192551000000.000000,-544631000000.000000,525000000.000000,20814000000.000000,21382000000.000000,-694461000000.000000,,37882000000.000000,-38770000000.000000,,-7012000000.000000,-7900000000.000000,372702000000.000000,1111025000000.000000,-702497000000.000000,5934000000.000000,-67449000000.000000,-63415000000.000000,,-577567000000.000000,-702497000000.000000,-187639000000.000000,,,,,,,200000000000.000000,-41085000000.000000,-328337000000.000000,-18217000000.000000,-187639000000.000000,220889000000.000000,1979416000000.000000,,2200305000000.000000
12M 2021,3941689000000.000000,4666041000000.000000,-399541000000.000000,5001000000.000000,43719000000.000000,-1115239000000.000000,-1281494000000.000000,-5662000000.000000,-434535000000.000000,,2322551000000.000000,-918895000000.000000,249000000.000000,-1957000000.000000,-88924000000.000000,1313024000000.000000,,-24283000000.000000,210442000000.000000,,-18321000000.000000,167838000000.000000,982537000000.000000,3941689000000.000000,-2421643000000.000000,3120000000.000000,-120466000000.000000,-58528000000.000000,,-2245769000000.000000,-2421643000000.000000,-454153000000.000000,,,,,,,-200000000000.000000,,-242115000000.000000,-12038000000.000000,-454153000000.000000,1065893000000.000000,2200305000000.000000,,3266198000000.000000
12M 2022,2106059000000.000000,5335597000000.000000,-339631000000.000000,10460000000.000000,126190000000.000000,-1175598000000.000000,-1410309000000.000000,-1389000000.000000,-510301000000.000000,,150000000000.000000,-1030581000000.000000,-3410000000.000000,-50003000000.000000,-78360000000.000000,-1012354000000.000000,,15206000000.000000,137711000000.000000,2802000000.000000,-9683000000.000000,146036000000.000000,937358000000.000000,2106059000000.000000,-852640000000.000000,3346000000.000000,-95635000000.000000,-82445000000.000000,,-677906000000.000000,-852640000000.000000,-375626000000.000000,,,100000000000.000000,,,,,,-451453000000.000000,-24173000000.000000,-375626000000.000000,877793000000.000000,3266198000000.000000,,4143991000000.000000
12M 2023,1779110000000.000000,5709497000000.000000,-483478000000.000000,4990000000.000000,104244000000.000000,-1318775000000.000000,-2001983000000.000000,-2018000000.000000,-420516000000.000000,,,96010000000.000000,2986000000.000000,40606000000.000000,-25560000000.000000,114042000000.000000,,-9083000000.000000,16729000000.000000,,-12098000000.000000,-4452000000.000000,77559000000.000000,1779110000000.000000,-849851000000.000000,2394000000.000000,-110068000000.000000,-100053000000.000000,,-642124000000.000000,-849851000000.000000,-812535000000.000000,,,,-100000000000.000000,,,,,-681151000000.000000,-31384000000.000000,-812535000000.000000,116724000000.000000,4143991000000.000000,,4260715000000.000000
12M 2024,1845540000000.000000,5389246000000.000000,-507229000000.000000,8073000000.000000,87903000000.000000,-1424259000000.000000,-2162915000000.000000,-1596000000.000000,-265322000000.000000,,,1726534000000.000000,466000000.000000,-510898000000.000000,-22099000000.000000,1194003000000.000000,,-6382000000.000000,-96916000000.000000,,-47598000000.000000,-150896000000.000000,-321468000000.000000,1845540000000.000000,-2121473000000.000000,4360000000.000000,-81062000000.000000,-62244000000.000000,,-1982527000000.000000,-2121473000000.000000,-340397000000.000000,,,,,,,200000000000.000000,,-525231000000.000000,-15166000000.000000,-340397000000.000000,-616330000000.000000,4260715000000.000000,,3644385000000.000000
