Period,Total Pendapatan,Others,Total Pendapatan,Total Beban Pokok Penjualan,Others,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Pendapatan Operasional Lainnya,Others,Total Pendapatan Operasional Lainnya,Beban Operasional Lainnya,Beban Tenaga Kerja,Beban Umum Dan Administrasi,Pembentukan Cadangan Kerugian Penurunan Nilai,Beban Operasional Lainnya,Total Beban Operasional Lainnya,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,2905253000000.000000,2905253000000.000000,2905253000000.000000,-345600000000.000000,-345600000000.000000,-345600000000.000000,2559653000000.000000,-1651392000000.000000,,7046000000.000000,7046000000.000000,,-833539000000.000000,-528446000000.000000,-235183000000.000000,-61270000000.000000,-1658438000000.000000,-1651392000000.000000,908261000000.000000,437000000.000000,908698000000.000000,-238516000000.000000,-264471000000.000000,25955000000.000000,-238516000000.000000,670182000000.000000,-14278000000.000000,-14278000000.000000,-14278000000.000000,655904000000.000000,670182000000.000000,670182000000.000000,,670182000000.000000,655904000000.000000,655904000000.000000,,655904000000.000000
12M 2018,3447266000000.000000,3447266000000.000000,3447266000000.000000,-367672000000.000000,-367672000000.000000,-367672000000.000000,3079594000000.000000,-1777045000000.000000,,13149000000.000000,13149000000.000000,,-899148000000.000000,-536595000000.000000,-275902000000.000000,-78549000000.000000,-1790194000000.000000,-1777045000000.000000,1302549000000.000000,-3530000000.000000,1299019000000.000000,-333708000000.000000,-377414000000.000000,43706000000.000000,-333708000000.000000,965311000000.000000,38436000000.000000,38436000000.000000,38436000000.000000,1003747000000.000000,965311000000.000000,965311000000.000000,,965311000000.000000,1003747000000.000000,1003747000000.000000,,1003747000000.000000
12M 2019,4457352000000.000000,4457352000000.000000,4457352000000.000000,-523587000000.000000,-523587000000.000000,-523587000000.000000,3933765000000.000000,-2052701000000.000000,,17742000000.000000,17742000000.000000,,-1099025000000.000000,-561428000000.000000,-309402000000.000000,-100588000000.000000,-2070443000000.000000,-2052701000000.000000,1881064000000.000000,-2815000000.000000,1878249000000.000000,-478615000000.000000,-526767000000.000000,48152000000.000000,-478615000000.000000,1399634000000.000000,8584000000.000000,8584000000.000000,8584000000.000000,1408218000000.000000,1399634000000.000000,1399634000000.000000,,1399634000000.000000,1408218000000.000000,1408218000000.000000,,1408218000000.000000
12M 2020,4037474000000.000000,4037474000000.000000,4037474000000.000000,-497511000000.000000,-497511000000.000000,-497511000000.000000,3539963000000.000000,-2420323000000.000000,,21893000000.000000,21893000000.000000,,-1050103000000.000000,-499966000000.000000,-850184000000.000000,-41963000000.000000,-2442216000000.000000,-2420323000000.000000,1119640000000.000000,4656000000.000000,1124296000000.000000,-269682000000.000000,-316829000000.000000,47147000000.000000,-269682000000.000000,854614000000.000000,-9216000000.000000,-9216000000.000000,-9216000000.000000,845398000000.000000,854614000000.000000,854614000000.000000,,854614000000.000000,845398000000.000000,845398000000.000000,,845398000000.000000
12M 2021,4673842000000.000000,4673842000000.000000,4673842000000.000000,-394632000000.000000,-394632000000.000000,-394632000000.000000,4279210000000.000000,-2399180000000.000000,,22332000000.000000,22332000000.000000,,-1147179000000.000000,-511458000000.000000,-728220000000.000000,-34655000000.000000,-2421512000000.000000,-2399180000000.000000,1880030000000.000000,-2557000000.000000,1877473000000.000000,-412468000000.000000,-371748000000.000000,-40720000000.000000,-412468000000.000000,1465005000000.000000,4277000000.000000,4277000000.000000,4277000000.000000,1469282000000.000000,1465005000000.000000,1465005000000.000000,,1465005000000.000000,1469282000000.000000,1469282000000.000000,,1469282000000.000000
12M 2022,5373790000000.000000,5373790000000.000000,5373790000000.000000,-344440000000.000000,-344440000000.000000,-344440000000.000000,5029350000000.000000,-2748898000000.000000,,65646000000.000000,65646000000.000000,,-1193141000000.000000,-610693000000.000000,-945052000000.000000,-65658000000.000000,-2814544000000.000000,-2748898000000.000000,2280452000000.000000,1942000000.000000,2282394000000.000000,-502814000000.000000,-510165000000.000000,7351000000.000000,-502814000000.000000,1779580000000.000000,4570000000.000000,4570000000.000000,4570000000.000000,1784150000000.000000,1779580000000.000000,1779580000000.000000,,1779580000000.000000,1784150000000.000000,1784150000000.000000,,1784150000000.000000
12M 2023,5746182000000.0,5746182000000.0,5746182000000.0,-486433000000.0,-486433000000.0,-486433000000.0,5259749000000.0,-3880680000000.0,,60949000000.0,60949000000.0,,-1362405000000.0,-638604000000.0,-1898117000000.0,-42503000000.0,-3941629000000.0,-3880680000000.0,1379069000000.0,825000000.0,1379894000000.0,-299306000000.0,-411468000000.0,112162000000.0,-299306000000.0,1080588000000.0,-550000000.0,-550000000.0,-550000000.0,1080038000000.0,1080588000000.0,1080499000000.0,89000000.0,1080588000000.0,1080038000000.0,1079949000000.0,89000000.0,1080038000000.0
12M 2024,5398377000000.0,5398377000000.0,5398377000000.0,-504104000000.0,-504104000000.0,-504104000000.0,4894273000000.0,-3543618000000.0,,43725000000.0,43725000000.0,,-1465273000000.0,-695040000000.0,-1359766000000.0,-67264000000.0,-3587343000000.0,-3543618000000.0,1350655000000.0,2541000000.0,1353196000000.0,-292036000000.0,-247880000000.0,-44156000000.0,-292036000000.0,1061160000000.0,17480000000.0,17480000000.0,17480000000.0,1078640000000.0,1061160000000.0,1061276000000.0,-116000000.0,1061160000000.0,1078640000000.0,1078756000000.0,-116000000.0,1078640000000.0
