Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2017,,,,,,,,,,,,,,,0.0
12M 2018,,,,,,,,,18.78,20.46,0.33,0.3,,,0.0
12M 2019,,,,,,,,,23.07,22.84,0.33,0.3,,,0.0
12M 2020,,,,,,,,,14.91,15.27,0.25,0.25,,,0.0
12M 2021,,,,,,,,,13.18,12.87,0.27,0.26,,,0.0
12M 2022,,,,,,,,,14.22,14.45,0.27,0.26,,,0.0
12M 2023,,,,,,,,,15.22,15.38,0.27,0.26,,,0.0
12M 2024,,,,,,,,,15.18,15.37,0.25,0.25,,,0.0
