Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,371 B,(114 B),256 B,36.96
12M 2018,677 B,(105 B),572 B,74.27
12M 2019,524 B,(161 B),363 B,47.18
12M 2020,"1,111 B",(131 B),980 B,127.23
12M 2021,"3,942 B",(179 B),"3,763 B",488.43
12M 2022,"2,106 B",(178 B),"1,928 B",250.27
12M 2023,"1,779 B",(210 B),"1,569 B",203.67
12M 2024,"1,846 B",(143 B),"1,702 B",220.96
