Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Pinjaman Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Adjustment,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Usaha,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,40850628441.000000,51518666715.000000,14521649084.000000,36997017631.000000,51518666715.000000,1358526640.000000,750587745.000000,607938895.000000,1358526640.000000,33178162942.000000,525524003.000000,127431508741.000000,,157686783260.000000,4206313233.000000,,20175204372.000000,182068300865.000000,309499809606.000000,,,120802411466.000000,73590607721.000000,,4259360536.000000,37252534395.000000,41511894931.000000,,,,,1061624629.000000,1246197773.000000,,3056571755.000000,98826307.000000,,3155398062.000000,,236688350.000000,120802411466.000000,35910545019.000000,,422022412.000000,,,,422022412.000000,30030209675.000000,,,30030209675.000000,2840112862.000000,2618200070.000000,35910545019.000000,156712956485.000000,,152670000000.000000,,84550649.000000,-100638450.000000,132940922.000000,152786853121.000000,309499809606.000000,3053400000.000000
12M 2020,,,2340058964.000000,41511091186.000000,4749003721.000000,36762087465.000000,41511091186.000000,3974858552.000000,3036985410.000000,937873142.000000,3974858552.000000,35647987811.000000,40521312911.000000,123995309424.000000,,219203073442.000000,4155420491.000000,112635811.000000,19981957169.000000,243453086913.000000,367448396337.000000,,,124733049942.000000,71856163808.000000,,2271005278.000000,34555257822.000000,36826263100.000000,257950000.000000,,,257950000.000000,679121391.000000,4276759650.000000,,5367539868.000000,,4434443358.000000,9801983226.000000,,1034808767.000000,124733049942.000000,62689806217.000000,,4059453936.000000,,,26782499974.000000,30841953910.000000,26697851744.000000,,,26697851744.000000,2780829103.000000,2369171460.000000,62689806217.000000,187422856159.000000,,165170000000.000000,10488884611.000000,3918576200.000000,-831580914.000000,1279660281.000000,180025540178.000000,367448396337.000000,3303400000.000000
12M 2021,,,1736871635.000000,36055990054.000000,378857754.000000,35677132300.000000,36055990054.000000,252646548.000000,,252646548.000000,252646548.000000,46799290262.000000,34480648379.000000,119325446878.000000,,244239389646.000000,3945019450.000000,1086102470.000000,3645991446.000000,252916503012.000000,372241949890.000000,,,134058452051.000000,89839134730.000000,,,34349400396.000000,34349400396.000000,,,,,1003527744.000000,2704246316.000000,,,,4575405057.000000,4575405057.000000,,1586737808.000000,134058452051.000000,56919987993.000000,,,,,21667173240.000000,21667173240.000000,29091549852.000000,,,29091549852.000000,4085852112.000000,2075412789.000000,56919987993.000000,190978440044.000000,,165170000000.000000,10488884611.000000,6318310564.000000,-2342032198.000000,1628346869.000000,181263509846.000000,372241949890.000000,3303400000.000000
12M 2022,,,2001624247.000000,11245251686.000000,3004088803.000000,8241162883.000000,11245251686.000000,492151815.000000,288947352.000000,203204463.000000,492151815.000000,5261926981.000000,933112699.000000,19934067428.000000,,268047719051.000000,3734618416.000000,1445805524.000000,3110716853.000000,276338859844.000000,296272927272.000000,,,33253642159.000000,,,,9424351919.000000,9424351919.000000,,3169449692.000000,,3169449692.000000,2030644446.000000,6162202572.000000,,4376238314.000000,,7054530783.000000,11430769097.000000,,1036224433.000000,33253642159.000000,148033972767.000000,,71832568957.000000,25739947611.000000,,14117026561.000000,111689543129.000000,,29812795966.000000,,29812795966.000000,5232017642.000000,1299616030.000000,148033972767.000000,181287614926.000000,,165170000000.000000,10488884611.000000,-56142249579.000000,-6143307103.000000,1611984417.000000,114985312346.000000,296272927272.000000,3303400000.000000
12M 2023,,,2060995853.000000,12384631766.000000,2334391645.000000,10050240121.000000,12384631766.000000,261905841.000000,,261905841.000000,261905841.000000,3909597779.000000,2295146543.000000,20912277782.000000,,255932323687.000000,3524217376.000000,2089252184.000000,1189401178.000000,262735194425.000000,283647472207.000000,,,40457941160.000000,,,,11017277655.000000,11017277655.000000,,2818120483.000000,865278413.000000,3683398896.000000,990463692.000000,7222836755.000000,,5827062275.000000,,11088309108.000000,16915371383.000000,,628592779.000000,40457941160.000000,157295486151.000000,,64371298454.000000,25024467597.000000,,20835355462.000000,110231121513.000000,,28655561736.000000,10000000000.000000,38655561736.000000,5792657073.000000,2616145829.000000,157295486151.000000,197753427311.000000,,165170000000.000000,10488884611.000000,-84315834588.000000,-6656696723.000000,1207691596.000000,85894044896.000000,283647472207.000000,3303400000.000000
12M 2024,,,2486136568.000000,20338678561.000000,2314391645.000000,18024286916.000000,20338678561.000000,239903765.000000,,239903765.000000,239903765.000000,5758801815.000000,657110524.000000,29480631233.000000,,229517083220.000000,3313816336.000000,1701484699.000000,2601085000.000000,237133469255.000000,266614100488.000000,,,45531347403.000000,,,,6204887189.000000,6204887189.000000,,3199380018.000000,2100013367.000000,5299393385.000000,960223836.000000,10602725897.000000,,12169256741.000000,,9153949592.000000,21323206333.000000,,1140910763.000000,45531347403.000000,146701924207.000000,,50770240296.000000,37513251003.000000,,9781502720.000000,98064994019.000000,,27474206908.000000,12200000000.000000,39674206908.000000,6270197782.000000,2692525498.000000,146701924207.000000,192233271610.000000,,165170000000.000000,14367576659.000000,-102111190373.000000,-4680467184.000000,1634909776.000000,74380828878.000000,266614100488.000000,3303400000.000000
