Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,200541507747.0,-168925110010.0,31616397737.0,-12924331566.0,-6741278815.0,-6183052751.0,-12924331566.0,18692066171.0,-14892856285.0,163171189.0,-13246777258.0,-1809250216.0,-14892856285.0,3799209886.0,-1358816837.0,2440393049.0,-127173846.0,2313219203.0,2440393049.0,2543515704.0,-103122655.0,2440393049.0,2313219203.0,2414277653.0,-101058450.0,2313219203.0
12M 2020,159385746497.0,-126999874671.0,32385871826.0,-17374919630.0,-5928060064.0,-11446859566.0,-17374919630.0,15010952196.0,-11272446527.0,244010270.0,-14226087508.0,2709630711.0,-11272446527.0,3738505669.0,-818379640.0,2920126029.0,1329676417.0,4249802446.0,2920126029.0,3834025551.0,-913899522.0,2920126029.0,4249802446.0,4980744909.0,-730942463.0,4249802446.0
12M 2021,142114567614.0,-109887580431.0,32226987183.0,-18491593405.0,-8458586075.0,-10033007330.0,-18491593405.0,13735393778.0,-11863808203.0,1941240202.0,-14600492397.0,795443992.0,-11863808203.0,1871585575.0,-801689900.0,1069895675.0,168073993.0,1237969668.0,1069895675.0,2399734364.0,-1329838689.0,1069895675.0,1237969668.0,2748420951.0,-1510451283.0,1237969668.0
12M 2022,101837607298.0,-111610738856.0,-9773131558.0,-18890744327.0,-7242390653.0,-11648353674.0,-18890744327.0,-28663875885.0,-36802980232.0,59739555.0,-11778740946.0,-25083978841.0,-36802980232.0,-65466856117.0,-640201929.0,-66107058046.0,-170929454.0,-66277987500.0,-66107058046.0,-62460560143.0,-3646497903.0,-66107058046.0,-66277987499.0,-62476922595.0,-3801064904.0,-66277987499.0
12M 2023,111286897946.0,-103896633725.0,7390264221.0,-21380709962.0,-8652386471.0,-12728323491.0,-21380709962.0,-13990445741.0,-14523408604.0,3195072.0,-11597170938.0,-2929432738.0,-14523408604.0,-28513854345.0,-58688541.0,-28572542886.0,-518724564.0,-29091267450.0,-28572542886.0,-28173585009.0,-398957877.0,-28572542886.0,-29091267450.0,-28577877830.0,-513389620.0,-29091267450.0
12M 2024,143125073127.0,-128115247430.0,15009825697.0,-21913502010.0,-9140400646.0,-12773101364.0,-21913502010.0,-6903676313.0,-8191419626.0,30599406.0,-11607999773.0,3385980741.0,-8191419626.0,-15095095939.0,-755179144.0,-15850275083.0,458367017.0,-15391908066.0,-15850275083.0,-17795355785.0,1945080702.0,-15850275083.0,-15391908066.0,-17368137605.0,1976229539.0,-15391908066.0
