Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.21,328.17,0.21,328.17,1 B,,1 B,(5 B),34 B
12M 2009,0.16,348.32,0.16,348.32,0 B,,0 B,(16 B),44 B
12M 2010,0.18,335.17,0.18,335.17,0 B,,0 B,(19 B),42 B
12M 2011,0.16,384.01,0.16,384.01,,,,(2 B),22 B
12M 2012,0.24,434.21,0.24,434.21,,,,(21 B),57 B
12M 2013,0.17,391.24,0.17,391.24,,,,(47 B),57 B
12M 2014,0.16,404.51,0.16,404.51,,,,(43 B),76 B
12M 2015,0.09,514.85,0.09,514.85,,,,(33 B),53 B
12M 2016,0.13,495.40,0.13,495.40,0 B,0 B,0 B,(17 B),34 B
12M 2017,0.32,539.07,0.32,539.07,11 B,0 B,11 B,2 B,62 B
12M 2018,0.41,228.57,0.41,228.57,80 B,109 B,189 B,(2 B),157 B
12M 2019,0.31,220.23,0.31,220.23,25 B,124 B,149 B,100 B,92 B
12M 2020,0.24,204.15,0.24,204.15,15 B,132 B,147 B,102 B,54 B
12M 2021,0.40,202.86,0.40,202.86,0 B,161 B,161 B,111 B,61 B
12M 2022,0.26,189.19,0.26,189.19,0 B,140 B,140 B,120 B,42 B
12M 2023,0.28,181.77,0.28,181.77,17 B,126 B,144 B,109 B,91 B
12M 2024,0.17,171.39,0.17,171.39,42 B,103 B,146 B,93 B,81 B
