Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.30,609.72,0.30,609.72,176 B,,176 B,"(2,289 B)","3,258 B"
12M 2009,0.80,612.85,0.80,612.85,125 B,,125 B,"(1,884 B)","3,158 B"
12M 2010,1.09,323.43,1.09,323.43,282 B,,282 B,"(1,954 B)","2,870 B"
12M 2011,1.61,336.72,1.61,336.72,802 B,,802 B,"(1,307 B)","1,775 B"
12M 2012,2.17,368.57,2.17,368.57,20 B,,"1,357 B","(1,351 B)","2,521 B"
12M 2013,1.78,420.51,1.78,420.51,205 B,"2,099 B","2,304 B","(1,160 B)","2,524 B"
12M 2014,2.56,488.87,2.56,488.87,405 B,"3,217 B","3,622 B",734 B,"3,671 B"
12M 2015,2.66,548.20,2.66,548.20,979 B,"4,039 B","5,018 B","1,983 B","4,531 B"
12M 2016,2.24,594.96,2.24,594.96,"1,167 B","4,976 B","6,143 B","2,676 B","6,400 B"
12M 2017,1.64,720.77,1.64,720.77,889 B,"6,398 B","7,287 B","4,059 B","7,384 B"
12M 2018,1.30,774.44,1.30,774.44,"1,329 B","6,815 B","8,144 B","4,901 B","8,157 B"
12M 2019,1.26,827.17,1.26,827.17,896 B,"7,742 B","8,638 B","4,400 B","9,827 B"
12M 2020,1.19,826.07,1.19,826.07,"2,463 B","6,872 B","9,335 B","4,059 B","9,036 B"
12M 2021,1.06,914.35,1.06,914.35,329 B,"8,217 B","8,546 B","1,384 B","10,931 B"
12M 2022,0.94,998.91,0.94,998.91,369 B,"8,038 B","8,407 B",(643 B),"12,925 B"
12M 2023,1.08,1081.48,1.08,1081.48,312 B,"7,469 B","7,781 B","(2,820 B)","15,122 B"
12M 2024,0.83,1179.42,0.83,1179.42,407 B,"7,041 B","7,448 B","(2,747 B)","13,122 B"
