Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,48 B,(1 B),47 B,35120.96
12M 2018,(316 B),(1 B),(316 B),-58.57
12M 2019,(15 B),(0 B),(15 B),-2.82
12M 2020,(3 B),(0 B),(3 B),-0.59
12M 2021,11 B,(0 B),10 B,1.93
12M 2022,8 B,(8 B),(1 B),-0.10
12M 2023,3 B,(7 B),(5 B),-0.85
12M 2024,(8 B),(6 B),(14 B),-2.67
