Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Pendapatan Operasional Lainnya,Beban Operasional Lainnya,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,246500807737.000000,-93357980913.000000,153142826824.000000,-41876278866.000000,-16730883964.000000,-25145394902.000000,-41876278866.000000,111266547958.000000,-5894410297.000000,2091527094.000000,-22677480.000000,489312445.000000,-401237502.000000,-8051334854.000000,,-5894410297.000000,105372137661.000000,-122328000.000000,-122328000.000000,,-122328000.000000,105249809661.000000,,105249809661.000000,-168230286.000000,105081579375.000000,105249809661.000000,105249809661.000000,,105249809661.000000,105081579375.000000,105081579375.000000,,105081579375.000000
12M 2018,213260534095.000000,-81113786339.000000,132146747756.000000,-41853921051.000000,-14492385342.000000,-27361535709.000000,-41853921051.000000,90292826705.000000,-1640804857.000000,2539637192.000000,-57529411.000000,1980643832.000000,-421438963.000000,-5682117507.000000,,-1640804857.000000,88652021848.000000,-495143000.000000,-495143000.000000,,-495143000.000000,88156878848.000000,,88156878848.000000,138572477.000000,88295451325.000000,88156878848.000000,88156878848.000000,,88156878848.000000,88295451325.000000,88295451325.000000,,88295451325.000000
12M 2019,121816983447.000000,-46701191320.000000,75115792127.000000,-42526997329.000000,-12726577414.000000,-29800419915.000000,-42526997329.000000,32588794798.000000,-732823565.000000,2177560679.000000,-60085014.000000,608766125.000000,-350573723.000000,-3108491632.000000,,-732823565.000000,31855971233.000000,-152183250.000000,-152183250.000000,,-152183250.000000,31703787983.000000,,31703787983.000000,-217011926.000000,31486776057.000000,31703787983.000000,31703787983.000000,,31703787983.000000,31486776057.000000,31486776057.000000,,31486776057.000000
12M 2020,147796205929.000000,-43431771037.000000,104364434892.000000,-38422328123.000000,-10695424749.000000,-27726903374.000000,-38422328123.000000,65942106769.000000,-129763249.000000,3064570560.000000,-71546565.000000,978025277.000000,-482993644.000000,-3617818877.000000,,-129763249.000000,65812343520.000000,-209822140.000000,-209822140.000000,,-209822140.000000,65602521380.000000,,65602521380.000000,46711449.000000,65649232829.000000,65602521380.000000,65602521380.000000,,65602521380.000000,65649232829.000000,65649232829.000000,,65649232829.000000
12M 2021,78583444574.000000,-32198603255.000000,46384841319.000000,-45471815490.000000,-13780989976.000000,-31690825514.000000,-45471815490.000000,913025829.000000,529124724.000000,1783433404.000000,,881787365.000000,-238050427.000000,-1898045618.000000,,529124724.000000,1442150553.000000,-180345220.000000,-180345220.000000,,-180345220.000000,1261805333.000000,,1261805333.000000,334141888.000000,1595947221.000000,1261805333.000000,1261805333.000000,,1261805333.000000,1595947221.000000,1595947221.000000,,1595947221.000000
12M 2022,36275071414.000000,-16680960082.000000,19594111332.000000,-43164296776.000000,-11835002819.000000,-31329293957.000000,-43164296776.000000,-23570185444.000000,2744762927.000000,1476267246.000000,,2256892525.000000,-202331600.000000,-786065244.000000,,2744762927.000000,-20825422517.000000,-453952840.000000,-453952840.000000,,-453952840.000000,-21279375357.000000,,-21279375357.000000,1579650576.000000,-19699724781.000000,-21279375357.000000,-21279375357.000000,,-21279375357.000000,-19699724781.000000,-19699724781.000000,,-19699724781.000000
12M 2023,89267448894.000000,-39945552037.000000,49321896857.000000,-49100893286.000000,-15312718452.000000,-33788174834.000000,-49100893286.000000,221003571.000000,2329341977.000000,1780595648.000000,,2905251722.000000,-201576659.000000,-2154928734.000000,,2329341977.000000,2550345548.000000,-625588700.000000,-625588700.000000,,-625588700.000000,1924756848.000000,,1924756848.000000,1036086896.000000,2960843744.000000,1924756848.000000,2008086065.000000,-83329217.000000,1924756848.000000,2960843744.000000,3044172961.000000,-83329217.000000,2960843744.000000
12M 2024,116606725325.000000,-51864818263.000000,64741907062.000000,-55573645960.000000,-20002143526.000000,-35571502434.000000,-55573645960.000000,9168261102.000000,-629288859.000000,1606873536.000000,,983207976.000000,-431810328.000000,-2787560043.000000,,-629288859.000000,8538972243.000000,-211905540.000000,-211905540.000000,,-211905540.000000,8327066703.000000,,8327066703.000000,761770329.000000,9088837032.000000,8327066703.000000,8317574022.000000,9492681.000000,8327066703.000000,9088837032.000000,9079344351.000000,9492681.000000,9088837032.000000
