Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok Dan Lainnya,Pembayaran Kepada Karyawan,Pembayaran Untuk Beban Usaha,Pembayaran Beban Operasi Dan Lainnya,Penerimaan Pendapatan Keuangan,Pembayaran Beban Final Tax,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penjualan Investasi Jangka Pendek,Pembelian Investasi Jangka Pendek,Peningkatan Uang Muka Proyek Dan Pembelian Tanah,Perolehan Aset Tetap,Hasil Penjualan Aset Tetap,Peningkatan Aset Tak Berwujud,Peningkatan Uang Jaminan,Penerimaan Dari Bunga Deposito,Piutang Pihak-Pihak Berelasi,Penurunan Piutang Lain-Lain Pihak Ketiga,Peningkatan Piutang Pihak Berelasi,Pembelian Persediaan,Pembelian Portofolio Efek,Penerimaan Portofolio Efek,Peningkatan Penyertaan Saham,Investasi Reksadana,Penerimaan Dividen,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Leasing,Pembayaran Dividen,Tambahan Modal Disetor,Tambahan Setoran Modal Entitas Anak,Agio Saham,Pembayaran Liabilitas Pembiayaan Konsumen,Piutang Lainnya,Peningkatan Utang Pihak Berelasi,Penurunan Utang Pihak Berelasi,Pembayaran Beban Bunga,Pembayaran Liabilitas Sewa,Penerimaan Pinjaman Bank,Pembayaran Pinjaman Bank,Total Arus Kas Dari Aktivitas Pendanaan,Penurunan Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Bank Merging Entities,Kas Dan Setara Kas Akhir Periode
12M 2015,4370994715.000000,26612006549.000000,-15874583886.000000,,,-5777222742.000000,,-589205206.000000,4370994715.000000,1360931535.000000,,,,-236874687.000000,1597806222.000000,,,,,,,,,,,,,1360931535.000000,-4273779518.000000,,-3000000000.000000,,,,-1155393741.000000,,,,-118385777.000000,,,,-4273779518.000000,1458146732.000000,4014151906.000000,,,5472298638.000000
12M 2016,-36072762.000000,4271602226.000000,-6667017839.000000,,,2545403322.000000,,-186060471.000000,-36072762.000000,-3685869000.000000,,,,-255719000.000000,428000000.000000,,,,-3858150000.000000,,,,,,,,,-3685869000.000000,38284929281.000000,,,38336422213.000000,,,-40806110.000000,,,,-10686822.000000,,,,38284929281.000000,34562987519.000000,5472298638.000000,,,40035286157.000000
12M 2017,-23796097834.000000,4053570970.000000,-24867028948.000000,,,-2099433310.000000,,-883206546.000000,-23796097834.000000,3226972727.000000,,,,-631177273.000000,,,,,3858150000.000000,,,,,,,,,3226972727.000000,-5915845.000000,,,,,,,,,,-5915845.000000,,,,-5915845.000000,-20575040952.000000,40035286157.000000,,,19460245205.000000
12M 2018,18439044114.000000,45444211750.000000,-23454903343.000000,,,-3568338828.000000,771720322.000000,-753645787.000000,18439044114.000000,-89264500.000000,,,,-7975000.000000,,,,,,,,,-440789500.000000,359500000.000000,,,,-89264500.000000,,,,,,,,,,,,,,,,18349779614.000000,19460245205.000000,,,37810024819.000000
12M 2019,8332363362.000000,26662284139.000000,-15808079022.000000,,,-4294861806.000000,2180136503.000000,-407116452.000000,8332363362.000000,212500000.000000,,,,,,,,,,,,,-2076500000.000000,2289000000.000000,,,,212500000.000000,,,,,,,,,,,,,,,,8544863362.000000,37810024819.000000,-627748388.000000,,45727139793.000000
12M 2020,-5912160.000000,1194112320.000000,-387533937.000000,,,-2115875382.000000,1636877781.000000,-333492942.000000,-5912160.000000,-380042540.000000,,,,,,,,,,,,,-3279715040.000000,2899672500.000000,,,,-380042540.000000,-354000000.000000,,,,,,,,,,,-354000000.000000,,,-354000000.000000,-739954700.000000,45727139793.000000,129592183.000000,,45116777276.000000
12M 2021,1283340504.000000,3428381850.000000,-1717873825.000000,,,-960293260.000000,640001101.000000,-106875362.000000,1283340504.000000,-33918000000.000000,,,,,,,,,,,,,-2264500000.000000,2346500000.000000,,-34000000000.000000,,-33918000000.000000,,,,,,,,,,,,,,,,-32634659496.000000,45116777276.000000,561125993.000000,,13043243773.000000
12M 2022,15049527440.000000,40808504420.000000,-2912304135.000000,-13428837507.000000,-7873614003.000000,-767708508.000000,53487173.000000,-830000000.000000,15049527440.000000,-72811754170.000000,55781945000.000000,,-90407965156.000000,-33509234014.000000,350000000.000000,-4470000000.000000,-6500000.000000,,,,,,,,-550000000.000000,,,-72811754170.000000,42047919189.000000,,,,615000000.000000,,,,43478620078.000000,,,-2045700889.000000,,,42047919189.000000,-15714307541.000000,18661640217.000000,28013333.000000,,2975346009.000000
12M 2023,-402942143624.000000,18393929417.000000,-12293525340.000000,-23636229491.000000,-87078731638.000000,-295144819221.000000,77567424.000000,-3260334775.000000,-402942143624.000000,-148775856840.000000,-974308151.000000,,-139937823444.000000,-7863725245.000000,,,,,,,,,,,,,,-148775856840.000000,567215798763.000000,,,598862000000.000000,,,,,-29358930000.000000,,,-2287271237.000000,,,567215798763.000000,15497798299.000000,2985196680.000000,,,18482994979.000000
