Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Final,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2015,25221687436.000000,-15343556250.000000,9878131186.000000,-6781176919.000000,,-7082263679.000000,301086760.000000,-6781176919.000000,3096954267.000000,-58145226.000000,60240551.000000,-118385777.000000,,,,,,-58145226.000000,3038809041.000000,,3038809041.000000,-282232000.000000,2756577041.000000,3038809041.000000,3038720676.000000,88365.000000,3038809041.000000,2756577041.000000,2756488676.000000,88365.000000,2756577041.000000
12M 2016,6921302547.000000,-6701558042.000000,219744505.000000,-2388558523.000000,,-3291994382.000000,903435859.000000,-2388558523.000000,-2168814018.000000,750113086.000000,760799908.000000,-10686822.000000,,,,,,750113086.000000,-1418700932.000000,,-1418700932.000000,-264217000.000000,-1682917932.000000,-1418700932.000000,-1418704167.000000,3235.000000,-1418700932.000000,-1682917932.000000,-1682921167.000000,3235.000000,-1682917932.000000
12M 2017,31963100875.000000,-29106606210.000000,2856494665.000000,-5884675239.000000,,-6058580249.000000,173905010.000000,-5884675239.000000,-3028180574.000000,1643323857.000000,1649239702.000000,-5915845.000000,,,,,,1643323857.000000,-1384856717.000000,,-1384856717.000000,36703000.000000,-1348153717.000000,-1384856717.000000,-1384600141.000000,-256576.000000,-1384856717.000000,-1348153717.000000,-1347897141.000000,-256576.000000,-1348153717.000000
12M 2018,22829336499.000000,-20373044769.000000,2456291730.000000,-3225948010.000000,,-4292164633.000000,1066216623.000000,-3225948010.000000,-769656280.000000,11313610.000000,771720322.000000,-6760925.000000,,,-753645787.000000,,,11313610.000000,-758342670.000000,,-758342670.000000,26530000.000000,-731812670.000000,-758342670.000000,-758326814.000000,-15856.000000,-758342670.000000,-731812670.000000,-731795364.000000,-17306.000000,-731812670.000000
12M 2019,16875355000.000000,-15373079022.000000,1502275978.000000,-4940349915.000000,,-4526708288.000000,-413641627.000000,-4940349915.000000,-3438073937.000000,1766951381.000000,2180136503.000000,-6068670.000000,,,-407116452.000000,,,1766951381.000000,-1671122556.000000,,-1671122556.000000,-7992000.000000,-1679114556.000000,-1671122556.000000,-1671124047.000000,1491.000000,-1671122556.000000,-1679114556.000000,-1679116047.000000,1491.000000,-1679114556.000000
12M 2020,1211712320.000000,-858716337.000000,352995983.000000,-2101047236.000000,,-2560264920.000000,459217684.000000,-2101047236.000000,-1748051253.000000,1279932378.000000,1636877781.000000,-23452461.000000,,,-333492942.000000,,,1279932378.000000,-468118875.000000,,-468118875.000000,447337000.000000,-20781875.000000,-468118875.000000,-468116384.000000,-2491.000000,-468118875.000000,-20781875.000000,-20779384.000000,-2491.000000,-20781875.000000
12M 2021,3410781850.000000,-2088204500.000000,1322577350.000000,-552741810.000000,,-1604118181.000000,1051376371.000000,-552741810.000000,769835540.000000,530968356.000000,640001101.000000,-2157383.000000,,,-106875362.000000,,,530968356.000000,1300803896.000000,,1300803896.000000,32834000.000000,1333637896.000000,1300803896.000000,1300794322.000000,9574.000000,1300803896.000000,1333637896.000000,1333628322.000000,9574.000000,1333637896.000000
12M 2022,40808504420.000000,-5375958322.000000,35432546098.000000,-30141341155.000000,-30141341155.000000,,,-30141341155.000000,5291204943.000000,687230764.000000,,123266887.000000,28013333.000000,127910271.000000,,,408040273.000000,687230764.000000,5978435707.000000,-1576903694.000000,4401681342.000000,-471558842.000000,3930122500.000000,4401681342.000000,5066085750.000000,-664404408.000000,4401681342.000000,3930122500.000000,4594526908.000000,-664404408.000000,3930122500.000000
12M 2023,44151348251.000000,-14791024283.000000,29360323968.000000,-36713112286.000000,-36713112286.000000,,,-36713112286.000000,-7352788318.000000,10687130060.000000,,11315083865.000000,-319776.000000,,-353733744.000000,,-273900285.000000,10687130060.000000,3334341742.000000,-771557923.000000,2562783819.000000,260528492.000000,2823312311.000000,2562783819.000000,2955035332.000000,-392251513.000000,2562783819.000000,2823312311.000000,3215563824.000000,-392251513.000000,2823312311.000000
