Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Piutang Retensi,Tagihan Bruto Kepada Pemberi Kerja,Persediaan,Investasi Jangka Pendek,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2015,,,5472298638.000000,1467525690.000000,,,1467525690.000000,,,,,,,5925113637.000000,290479092.000000,,24893822.000000,13180310879.000000,,,1251905477.000000,,,7500000.000000,1259405477.000000,14439716356.000000,,,540914627.000000,57741109.000000,,,57741109.000000,166192516.000000,,,166192516.000000,27381438.000000,254622897.000000,,,,34976667.000000,,34976667.000000,,540914627.000000,611511443.000000,,,,5829443.000000,,,5829443.000000,605682000.000000,611511443.000000,1152426070.000000,,9860000000.000000,,3434574789.000000,387497.000000,-7672000.000000,13287290286.000000,14439716356.000000,358600000.000000
12M 2016,,,40035286157.000000,4117226011.000000,,,4117226011.000000,3858150000.000000,,,3858150000.000000,,,1941168475.000000,,,336734687.000000,50288565330.000000,,,476351279.000000,,,,476351279.000000,50764916609.000000,,,482940042.000000,92281312.000000,,,92281312.000000,2850054.000000,,,2850054.000000,140000000.000000,247808676.000000,,,,,,,,482940042.000000,91182000.000000,,,,,,,,91182000.000000,91182000.000000,574122042.000000,,35860000000.000000,,2015870622.000000,390732.000000,12314533213.000000,50190794567.000000,50764916609.000000,358600000.000000
12M 2017,,,19460245205.000000,26272231844.000000,,,26272231844.000000,,,,,,,6129572547.000000,1645000000.000000,,530536293.000000,54037585889.000000,,,903731707.000000,,,,903731707.000000,54941317596.000000,,,5903381746.000000,4331858574.000000,,,4331858574.000000,2664300.000000,,,2664300.000000,303500000.000000,1186478872.000000,,,,,,,78880000.000000,5903381746.000000,195295000.000000,,,,,,,,195295000.000000,195295000.000000,6098676746.000000,,35860000000.000000,,631270481.000000,134156.000000,12351236213.000000,48842640850.000000,54941317596.000000,358600000.000000
12M 2018,,,37810024819.000000,9523158997.000000,,,9523158997.000000,69688951.000000,,,69688951.000000,,,263770143.000000,395000000.000000,133500000.000000,,48195142910.000000,,,580053780.000000,,,,580053780.000000,48775196690.000000,,,286647510.000000,,,,,2664300.000000,,,2664300.000000,150000000.000000,133983210.000000,,,,,,,,286647510.000000,377721000.000000,,,,,,,,377721000.000000,377721000.000000,664368510.000000,,35860000000.000000,,-127056333.000000,118300.000000,12377766213.000000,48110828180.000000,48775196690.000000,358600000.000000
12M 2019,,,45727139793.000000,,,,,31543265.000000,,,31543265.000000,,,,830000000.000000,,340652232.000000,46929335290.000000,,,430537309.000000,,,,430537309.000000,47359872599.000000,,,292435975.000000,,,,,,,,,80500000.000000,61935975.000000,,,,,,,150000000.000000,292435975.000000,635723000.000000,,,,,,,,635723000.000000,635723000.000000,928158975.000000,,35860000000.000000,,-1798212092.000000,151503.000000,12369774213.000000,46431713624.000000,47359872599.000000,358600000.000000
12M 2020,,,45116777276.000000,17600000.000000,,,17600000.000000,,,,,,,,455000000.000000,647000000.000000,198050814.000000,46434428090.000000,,,321732709.000000,,,83887000.000000,405619709.000000,46840047799.000000,,,113188050.000000,,,,,96182400.000000,,,96182400.000000,,17005650.000000,,,,,,,,113188050.000000,315928000.000000,,,,,,,,315928000.000000,315928000.000000,429116050.000000,,35860000000.000000,,-2266328476.000000,149012.000000,12817111213.000000,46410931749.000000,46840047799.000000,358600000.000000
12M 2021,,,18661640217.000000,,,,,113822016169.000000,26000000.000000,113796016169.000000,113822016169.000000,,,,,54673053306.000000,756638118.000000,187913347810.000000,,,13367430396.000000,,1324021769.000000,20927220031.000000,35618672196.000000,223532020006.000000,,,26550031278.000000,,,1775360346.000000,1775360346.000000,,241513075.000000,21900184536.000000,22141697611.000000,185000000.000000,435945945.000000,,,,,2012027376.000000,2012027376.000000,,26550031278.000000,182789961457.000000,173424373326.000000,7691932.000000,,,,9027160708.000000,9027160708.000000,330735491.000000,182789961457.000000,209339992735.000000,,35860000000.000000,12586422213.000000,-965534154.000000,158586.000000,-33289019375.000000,14192027270.000000,223532020005.000000,358600000.000000
12M 2022,,,2985196680.000000,,,,,7468051352.000000,4900000000.000000,2568051352.000000,7468051352.000000,,,,,24627129.000000,8518511277.000000,18996386438.000000,,95448738145.000000,52076335058.000000,4470000000.000000,3855248405.000000,118931433644.000000,274781755252.000000,293778141690.000000,,,136704742314.000000,4239014532.000000,,,4239014532.000000,,2692046075.000000,101249771029.000000,103941817104.000000,19179919400.000000,7121278344.000000,,,,,2222712934.000000,2222712934.000000,,136704742314.000000,78336398935.000000,67902993404.000000,,,,,6770774261.000000,6770774261.000000,3662631270.000000,78336398935.000000,215041141249.000000,,35860000000.000000,47094645862.000000,4100551596.000000,-410011846.000000,-7908185171.000000,78737000441.000000,293778141690.000000,6347220000.000000
12M 2023,,,18482994979.000000,23349328379.000000,23326462379.000000,22866000.000000,23349328379.000000,239507148134.000000,236283893882.000000,3223254252.000000,239507148134.000000,,,6533090456.000000,,1506665466.000000,75025745612.000000,364404973026.000000,,95788738145.000000,54701448263.000000,4470000000.000000,3643058478.000000,237380094258.000000,395983339144.000000,760388312170.000000,,,44586468709.000000,6736513470.000000,,,6736513470.000000,,21460774619.000000,4507358902.000000,25968133521.000000,747211922.000000,4482831372.000000,,,,,2526778424.000000,2526778424.000000,4125000000.000000,44586468709.000000,49162693539.000000,38544063404.000000,,,,,4179437534.000000,4179437534.000000,6439192601.000000,49162693539.000000,93749162248.000000,,634722000000.000000,25611378502.000000,7055586928.000000,-802308158.000000,52492650.000000,666639149922.000000,760388312170.000000,6347220000.000000
