Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.10,499.74,0.11,461.73,"6,076 B","4,005 B","10,081 B","9,032 B","(4,603 B)"
12M 2009,0.23,371.37,0.25,335.35,"3,247 B","10,979 B","14,226 B","12,876 B","(2,488 B)"
12M 2010,0.08,792.88,0.08,792.68,"2,630 B","11,188 B","13,818 B","13,075 B","8,529 B"
12M 2011,0.06,886.20,0.06,885.85,"9,574 B","1,230 B","10,804 B","10,318 B",84 B
12M 2012,0.13,399.15,0.13,398.87,"3,735 B","5,026 B","8,761 B","8,597 B","2,455 B"
12M 2013,-2.10,-23.79,-2.10,-23.83,"7,213 B","3,574 B","10,788 B","10,616 B","(2,743 B)"
12M 2014,-2.22,-22.53,-2.22,-22.57,"9,235 B","1,275 B","10,509 B","10,230 B","(6,226 B)"
12M 2015,-1.20,-41.69,-1.20,-41.69,"9,417 B","1,076 B","10,493 B","10,075 B","(8,410 B)"
12M 2016,-0.80,-62.12,-0.80,-62.12,"9,628 B",465 B,"10,093 B","9,948 B","(8,487 B)"
12M 2017,-0.95,-52.59,-0.95,-52.59,"9,230 B",337 B,"9,567 B","9,443 B","(9,088 B)"
12M 2018,0.39,129.31,0.39,129.31,"8,572 B",455 B,"9,028 B","8,909 B",(282 B)
12M 2019,0.44,112.41,0.44,112.41,"9,055 B",,"9,487 B","9,360 B",144 B
12M 2020,0.72,69.04,0.72,69.04,"10,114 B",262 B,"10,376 B","10,293 B","(1,254 B)"
12M 2021,0.84,59.76,0.84,59.76,"11,313 B",244 B,"11,557 B","11,403 B","(1,363 B)"
12M 2022,1.20,64.87,1.20,64.87,"13,394 B",232 B,"13,625 B","13,429 B","(1,039 B)"
12M 2023,3.67,13.61,3.67,13.61,"2,152 B",124 B,"2,276 B","1,411 B",(13 B)
12M 2024,1.72,20.34,1.72,20.33,899 B,424 B,"1,323 B","1,155 B","1,479 B"
