Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2022,3 B,(11 B),(8 B),-2.90
12M 2023,7 B,(72 B),(65 B),-18.59
12M 2024,66 B,(94 B),(29 B),-8.20
