Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2022,2.78 B,7.21,0.00,0.00,46.82 B,5.49%,11.13%,17.12%,6.47
12M 2023,3.48 B,5.67,21.69,0.83,46.84 B,4.28%,6.73%,12.61%,4.51
12M 2024,3.48 B,6.52,19.63,0.75,56.82 B,4.04%,7.34%,11.67%,4.57
