Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,,,1.5
12M 2022,56.34,110.3,15.64,151.0,6.48,,3.31,,4.79,,1.45,,6.04,,1.53
12M 2023,64.38,112.85,16.48,160.75,5.67,5.42,3.23,3.5,3.85,3.37,1.25,1.14,3.99,3.99,1.93
12M 2024,66.18,87.06,20.65,132.59,5.52,5.55,4.19,4.07,2.77,2.36,1.16,1.08,9.36,9.36,1.29
