Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(21 B),(4 B),(25 B),-3.55
12M 2018,(337 B),(18 B),(355 B),-42.68
12M 2019,(6 B),(3 B),(9 B),-1.12
12M 2020,(378 B),(0 B),(379 B),-45.50
12M 2021,(332 B),(23 B),(355 B),-42.72
12M 2022,203 B,(2 B),201 B,24.13
12M 2023,(23 B),(1 B),(24 B),-2.85
