Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Properti Investasi,Tanah Untuk Dikembangkan,Aset Tak Berwujud,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Obligasi Konversi,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Obligasi Konversi,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,224001351279.000000,203500000.000000,203500000.000000,,203500000.000000,472299684622.000000,137053835708.000000,833558371609.000000,,64756939038.000000,40469549535.000000,24287389503.000000,64756939038.000000,5224958066.000000,,827960527910.000000,3692621813.000000,,10794402600.000000,1566533567944.000000,2478963017371.000000,3312521388980.000000,,,1277420481534.000000,,,32139651528.000000,32139651528.000000,,,381308675.000000,,381308675.000000,58196341568.000000,173103737209.000000,1013599442554.000000,1277420481534.000000,949742615790.000000,,42839148331.000000,172804384467.000000,215643532798.000000,,470577429590.000000,813970302.000000,257595879205.000000,,728987279097.000000,5111803895.000000,949742615790.000000,2227163097324.000000,,707100000000.000000,,178544166243.000000,,178544166243.000000,178544166243.000000,208316492194.000000,-8602366781.000000,1085358291656.000000,3312521388980.000000,7071000000.000000
12M 2018,,,159378775526.000000,47808089026.000000,47808089026.000000,,47808089026.000000,822715906001.000000,202661090974.000000,1232563861527.000000,,96777436011.000000,40222959956.000000,56554476055.000000,96777436011.000000,16961119860.000000,,830660527910.000000,1823031296.000000,,10794402600.000000,2734646313045.000000,3691662830722.000000,4924226692249.000000,,,1528199678043.000000,,,291304146321.000000,291304146321.000000,,60201127298.000000,1053199678.000000,15345412086.000000,76599739062.000000,74896346636.000000,206027638476.000000,879371807548.000000,1528199678043.000000,1273715777137.000000,,96342665406.000000,47291444943.000000,143634110349.000000,,880155723455.000000,1008545465.000000,241913372272.000000,,1123077641192.000000,7004025596.000000,1273715777137.000000,2801915455180.000000,,831882360000.000000,,274765848238.000000,,274765848238.000000,274765848238.000000,385080142362.000000,630582886469.000000,2122311237069.000000,4924226692249.000000,8318823600.000000
12M 2019,,,106555509705.000000,87345098984.000000,87345098984.000000,,87345098984.000000,1035447113490.000000,240127758528.000000,1469475480707.000000,,102414324863.000000,42711108474.000000,59703216389.000000,102414324863.000000,14947927596.000000,700246723791.000000,830660527910.000000,1000052997.000000,229163250.000000,10794402600.000000,2704736881600.000000,4365030004607.000000,5834505485314.000000,,,1898833001342.000000,,,346940240048.000000,346940240048.000000,,188431745997.000000,626356510.000000,204573724294.000000,393631826801.000000,93858675637.000000,273877178921.000000,790525079935.000000,1898833001342.000000,1630012285986.000000,,91137544217.000000,298676493202.000000,389814037419.000000,,1174683147965.000000,224089009.000000,54675600000.000000,,1229582836974.000000,10615411593.000000,1630012285986.000000,3528845287328.000000,,831882360000.000000,,343272420280.000000,19244336400.000000,324028083880.000000,343272420280.000000,499581191159.000000,630924226547.000000,2305660197986.000000,5834505485314.000000,8318823600.000000
12M 2020,,,32269926748.000000,32521586895.000000,32521586895.000000,,32521586895.000000,2593535052897.000000,217468636286.000000,2875795202826.000000,,65604138994.000000,44947388789.000000,20656750205.000000,65604138994.000000,10595920923.000000,665740510564.000000,566289325750.000000,575156985.000000,882507370.000000,10794402600.000000,2820882429506.000000,4141364392692.000000,7017159595518.000000,,,3660514624478.000000,,,429859882780.000000,429859882780.000000,,173257888865.000000,234548508.000000,174536808359.000000,348029245732.000000,38555638134.000000,298835637042.000000,2545234220790.000000,3660514624478.000000,1875336539019.000000,,91879314730.000000,277966746325.000000,369846061055.000000,,1434828966813.000000,187529852.000000,54675600000.000000,3419147755.000000,1493111244420.000000,12379233544.000000,1875336539019.000000,5535851163497.000000,,831882360000.000000,,-206955984447.000000,19244336400.000000,-226200320847.000000,-206955984447.000000,223953382294.000000,632428674174.000000,1481308432021.000000,7017159595518.000000,8318823600.000000
12M 2021,,,16165999784.000000,15633971746.000000,15633971746.000000,,15633971746.000000,2578921637527.000000,209622672656.000000,2820344281713.000000,,31067441114.000000,19824505952.000000,11242935162.000000,31067441114.000000,23963630884.000000,631234297337.000000,566289325750.000000,267033318.000000,947174587.000000,10794402600.000000,2810447190869.000000,4075010496459.000000,6895354778172.000000,,,3596592279805.000000,,59257732881.000000,303500902632.000000,362758635513.000000,,399984571398.000000,135025809.000000,174250000000.000000,574369597207.000000,53148610418.000000,303191533085.000000,2303123903582.000000,3596592279805.000000,1950580092409.000000,,71731159497.000000,594805239059.000000,666536398556.000000,,1215895106187.000000,84687826.000000,54675600000.000000,3419147755.000000,1274074541768.000000,9969152085.000000,1950580092409.000000,5547172372214.000000,,831882360000.000000,,-317266719760.000000,19244336400.000000,-336511056160.000000,-317266719760.000000,198777731884.000000,634789033834.000000,1348182405958.000000,6895354778172.000000,8318823600.000000
12M 2022,,,42160652373.000000,17188307884.000000,17188307884.000000,,17188307884.000000,1459717115590.000000,138045220517.000000,1657111296364.000000,,9959823884.000000,1837853740.000000,8121970144.000000,9959823884.000000,19802601111.000000,618171120409.000000,566289325750.000000,72479199.000000,1445279653.000000,10794402600.000000,1961391026111.000000,3187926058717.000000,4845037355081.000000,,,2044810336952.000000,,,221988122922.000000,221988122922.000000,,269145000000.000000,27863466.000000,174250000000.000000,443422863466.000000,66570513887.000000,89843504096.000000,1222985332581.000000,2044810336952.000000,1102090574793.000000,,40205892518.000000,445661178299.000000,485867070817.000000,,552154356474.000000,48888558.000000,54675600000.000000,3419147755.000000,610297992787.000000,5925511189.000000,1102090574793.000000,3146900911745.000000,,831882360000.000000,,70364216729.000000,19244336400.000000,51119880329.000000,70364216729.000000,189095536452.000000,606794330154.000000,1698136443335.000000,4845037355080.000000,8318823600.000000
12M 2023,,,36177995346.000000,8708809117.000000,8708809117.000000,,8708809117.000000,1755698157929.000000,128006852712.000000,1928591815104.000000,,,,,,16075143369.000000,586470037311.000000,566389225750.000000,,,,1416375899110.000000,2585310305540.000000,4513902120644.000000,,,1792805593491.000000,,,235269470088.000000,235269470088.000000,,271522990000.000000,,174250000000.000000,445772990000.000000,62930215343.000000,31587841852.000000,1017245076208.000000,1792805593491.000000,570691213349.000000,,4671380965.000000,66679234871.000000,71350615836.000000,,438484456361.000000,,54675600000.000000,3419147755.000000,496579204116.000000,2761393397.000000,570691213349.000000,2363496806840.000000,,831882360000.000000,,89847312456.000000,19244336400.000000,70602976056.000000,89847312456.000000,618691408423.000000,609984232925.000000,2150405313804.000000,4513902120644.000000,8318823600.000000
