Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,518211.76,0.00,0.00,8.50 B,6.38%,38.83%,79.02%,50.28
12M 2021,0.00 B,1280746.52,0.00,0.00,18.94 B,33.82%,48.98%,71.20%,26.59
12M 2022,0.00 B,599141.67,0.00,0.00,10.75 B,12.94%,18.65%,28.37%,15.66
12M 2023,5.00 B,0.36,0.00,0.00,4.98 B,3.34%,3.73%,7.31%,6.14
12M 2024,6.20 B,0.61,81.97,3.65,8.41 B,2.16%,2.25%,4.68%,96.26
