Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,0.48,,8.4
12M 2022,64.58,1237.5,154.25,1147.83,5.65,7.73,0.29,0.54,1.52,2.35,0.24,0.44,0.35,0.35,7.99
12M 2023,60.07,1542.93,161.31,1441.69,6.08,4.6,0.24,0.24,1.07,0.92,0.21,0.2,0.38,0.38,2.8
12M 2024,36.35,1010.76,106.22,940.89,10.04,6.95,0.36,0.34,1.05,0.96,0.26,0.27,0.54,0.54,4.85
