Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,333.97,0.00,333.82,3 B,576 B,579 B,513 B,944 B
12M 2022,0.91,303.65,0.91,303.65,4 B,581 B,585 B,307 B,"1,006 B"
12M 2023,0.71,330.97,0.71,330.87,446 B,233 B,679 B,267 B,"1,019 B"
12M 2024,0.49,361.44,0.49,361.35,37 B,260 B,297 B,198 B,"1,024 B"
