Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,2.00 B,57.35,0.00,0.00,205.89 B,8.27%,17.17%,30.01%,3.87
12M 2022,2.84 B,23.78,11.61,2.22,141.96 B,4.21%,7.83%,9.04%,2.79
12M 2023,2.84 B,27.28,8.58,1.70,172.64 B,3.56%,8.24%,10.06%,2.99
12M 2024,2.84 B,29.88,5.89,0.90,205.97 B,4.10%,8.27%,11.07%,2.90
