Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Final,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,24489411540.000000,-13508039316.000000,10981372224.000000,-7423059779.000000,-1716339983.000000,-5706719796.000000,-7423059779.000000,3558312445.000000,82702314150.000000,-1644508340.000000,9551054.000000,84337271436.000000,82702314150.000000,86260626595.000000,-610754339.000000,-610754339.000000,,-610754339.000000,85649872256.000000,,85649872256.000000,-5501022.000000,,-5501022.000000,85644371234.000000,85649872256.000000,85586573266.000000,63298990.000000,85649872256.000000,85644371234.000000,85581072244.000000,63298990.000000,85644371234.000000
12M 2020,33167727826.000000,-20737199267.000000,12430528559.000000,-10563408872.000000,-1564917083.000000,-8998491789.000000,-10563408872.000000,1867119687.000000,5337934350.000000,-93735717.000000,5013621161.000000,418048906.000000,5337934350.000000,7205054037.000000,-2205482384.000000,-1442379382.000000,-763103002.000000,-2205482384.000000,4999571653.000000,,4999571653.000000,21559075.000000,,21559075.000000,5021130728.000000,4999571653.000000,5000113840.000000,-542187.000000,4999571653.000000,5021130728.000000,5021672915.000000,-542187.000000,5021130728.000000
12M 2021,39083155931.000000,-24141666170.000000,14941489761.000000,-13515784465.000000,-1600373222.000000,-11915411243.000000,-13515784465.000000,1425705296.000000,1433972254.000000,-322855812.000000,1417378404.000000,339449662.000000,1433972254.000000,2859677550.000000,-1299704902.000000,-1078511830.000000,-221193072.000000,-1299704902.000000,1559972648.000000,,1559972648.000000,-9442402.000000,-9442402.000000,-9442402.000000,1550530246.000000,1559972648.000000,1560383193.000000,-410545.000000,1559972648.000000,1550530246.000000,1550940791.000000,-410545.000000,1550530246.000000
12M 2022,77358766402.000000,-55681875938.000000,21676890464.000000,-18731842019.000000,-3797172498.000000,-14934669521.000000,-18731842019.000000,2945048445.000000,7493421600.000000,-435522857.000000,43479521.000000,7885464936.000000,7493421600.000000,10438470045.000000,-1116359550.000000,-1061635575.000000,-54723975.000000,-1116359550.000000,9322110495.000000,,9322110495.000000,-7740626.000000,-7740626.000000,-7740626.000000,9314369869.000000,9322110495.000000,9318413843.000000,3696652.000000,9322110495.000000,9314369869.000000,9310673217.000000,3696652.000000,9314369869.000000
12M 2023,47216191935.000000,-37130461989.000000,10085729946.000000,-20751031831.000000,-4296190742.000000,-16454841089.000000,-20751031831.000000,-10665301885.000000,2349682535.000000,-250231849.000000,73801336.000000,2526113048.000000,2349682535.000000,-8315619350.000000,-1091384533.000000,-1069235153.000000,-22149380.000000,-1091384533.000000,-9407003883.000000,,-9407003883.000000,-9752294.000000,-9752294.000000,-9752294.000000,-9416756177.000000,-9407003883.000000,-9405827663.000000,-1176220.000000,-9407003883.000000,-9416756177.000000,-9415579957.000000,-1176220.000000,-9416756177.000000
12M 2024,14711285763.000000,-10963907262.000000,3747378501.000000,-24969081868.000000,-4974895548.000000,-19994186320.000000,-24969081868.000000,-21221703367.000000,-2605512334.000000,-256312673.000000,280543130.000000,-2629742791.000000,-2605512334.000000,-23827215701.000000,-428351805.000000,-419980805.000000,-8371000.000000,-428351805.000000,-24255567506.000000,,-24255567506.000000,-10446765.000000,-10446765.000000,-10446765.000000,-24266014271.000000,-24255567506.000000,-24254664655.000000,-902851.000000,-24255567506.000000,-24266014271.000000,-24265111420.000000,-902851.000000,-24266014271.000000
