Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.18,0.09,0.25,1.45,0.0,0.0,0.23,0.17,0.45
12M 2020,3.81,2.85,0.1,1.21,0.0,0.0,0.08,0.08,0.21
12M 2021,3.94,2.72,0.1,1.2,0.0,0.0,0.08,0.08,0.2
12M 2022,9.5,7.81,0.09,1.14,0.0,0.0,0.07,0.08,0.14
12M 2023,9.34,5.39,0.07,1.12,0.0,0.0,0.03,0.06,0.12
12M 2024,4.19,1.71,0.04,1.16,0.0,0.0,0.03,0.04,0.16
