Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(69 B),(15 B),(84 B),-839939.31
12M 2020,(6 B),(153 B),(158 B),-22.14
12M 2021,(17 B),(0 B),(17 B),-2.39
12M 2022,13 B,(10 B),4 B,0.52
12M 2023,20 B,(0 B),20 B,2.79
12M 2024,2 B,(0 B),2 B,0.23
