Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Investasi Jangka Pendek,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Persediaan,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Utang Pembiayaan Konsumen,Beban Akrual,Utang Bank Jangka Pendek,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,3558440395.000000,2376000.000000,2376000.000000,2376000.000000,49866908.000000,19250000.000000,30616908.000000,49866908.000000,84949367294.000000,,3284085600.000000,91844136197.000000,,2620078489.000000,60787360000.000000,96591000000.000000,,159998438489.000000,251842574686.000000,,,77893829511.000000,,4327524615.000000,,4327524615.000000,,4807391559.000000,1695155275.000000,6502546834.000000,1393691855.000000,,829607077.000000,43409248809.000000,21431210321.000000,77893829511.000000,389939795.000000,,,389939795.000000,389939795.000000,78283769306.000000,,100000000000.000000,102099450.000000,73333406940.000000,50000000.000000,73283406940.000000,73333406940.000000,123298990.000000,,173558805380.000000,251842574686.000000,100000.000000
12M 2020,,,5996771144.000000,11739318543.000000,11739318543.000000,11739318543.000000,45332629869.000000,,45332629869.000000,45332629869.000000,76538979087.000000,,162456515960.000000,302064214603.000000,,4048884401.000000,60787360000.000000,96591000000.000000,,161427244401.000000,463491459004.000000,,,79225533811.000000,,1195750876.000000,143491000.000000,1339241876.000000,,2704745588.000000,10015026140.000000,12719771728.000000,2555255006.000000,,494079565.000000,37911947981.000000,24205237655.000000,79225533811.000000,1813371921.000000,,,1813371921.000000,1813371921.000000,81038905732.000000,,143000002120.000000,168898143531.000000,70424584292.000000,1050000000.000000,69374584292.000000,70424584292.000000,122756803.000000,7066526.000000,382452553272.000000,463491459004.000000,7150000000.000000
12M 2021,,,6931884587.000000,18647418431.000000,18647418431.000000,18647418431.000000,15780992.000000,,15780992.000000,15780992.000000,92589387489.000000,,179566354794.000000,297750826293.000000,,3576039995.000000,60787360000.000000,96591000000.000000,39375000.000000,160993774995.000000,458744601288.000000,,,75497800270.000000,,250028755.000000,,250028755.000000,,53885719.000000,814203481.000000,868089200.000000,817684394.000000,209500814.000000,572640327.000000,36620000000.000000,36159856780.000000,75497800270.000000,1746042162.000000,,166768493.000000,1579273669.000000,1746042162.000000,77243842432.000000,,143000030180.000000,168898290846.000000,69482467448.000000,1050000000.000000,68432467448.000000,69482467448.000000,122346258.000000,-2375876.000000,381500758856.000000,458744601288.000000,7150000000.000000
12M 2022,,,5568958503.000000,26063639282.000000,26063639282.000000,26063639282.000000,7493637.000000,,7493637.000000,7493637.000000,46026515758.000000,,180488830695.000000,258155437875.000000,,4408746188.000000,75287360000.000000,105493000000.000000,78369543.000000,185267475731.000000,443422913606.000000,,,27172644143.000000,,349404602.000000,,349404602.000000,,30057600.000000,95629751.000000,125687351.000000,1427127007.000000,296738831.000000,209539341.000000,9000000000.000000,15764147011.000000,27172644143.000000,26221618174.000000,24170000000.000000,,2051618174.000000,26221618174.000000,53394262317.000000,,143000033820.000000,168898309956.000000,78014381105.000000,1050000000.000000,76964381105.000000,78014381105.000000,126042910.000000,-10116502.000000,390028651289.000000,443422913606.000000,7150001691.000000
12M 2023,,,14235799771.000000,18241377371.000000,18241377371.000000,18241377371.000000,2723189436.000000,,2723189436.000000,2723189436.000000,106067964635.000000,,109288876320.000000,250557207533.000000,,7690651438.000000,61028728000.000000,105493000000.000000,76583531.000000,174288962969.000000,424846170502.000000,,,26825493334.000000,,143870284.000000,,143870284.000000,,120886068.000000,109158493.000000,230044561.000000,790093214.000000,372540559.000000,331644397.000000,9000000000.000000,15957300319.000000,26825493334.000000,17408668056.000000,15170000000.000000,618606690.000000,1620061366.000000,17408668056.000000,44234161390.000000,,143000052060.000000,168898405716.000000,68608553442.000000,1050000000.000000,67558553442.000000,68608553442.000000,124866690.000000,-19868796.000000,380612009112.000000,424846170502.000000,7150002603.000000
12M 2024,,,5747017017.000000,7851294766.000000,7851294766.000000,7851294766.000000,1383985196.000000,52592412.000000,1331392784.000000,1383985196.000000,133520349409.000000,,76967959209.000000,225470605597.000000,,10972158902.000000,61566328000.000000,105493000000.000000,9881543375.000000,187913030277.000000,413383635874.000000,,,53791516653.000000,,193124281.000000,,193124281.000000,,213580749.000000,150977681.000000,364558430.000000,691607151.000000,424616566.000000,246129336.000000,15170000000.000000,36701480889.000000,53791516653.000000,3246124380.000000,,193990124.000000,3052134256.000000,3246124380.000000,57037641033.000000,,143000052060.000000,168898405716.000000,44353888787.000000,1050000000.000000,43303888787.000000,44353888787.000000,123963839.000000,-30315561.000000,356345994841.000000,413383635874.000000,7150002603.000000
