Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,1.76,,1.18
12M 2020,64.61,1421.2,49.87,1435.94,5.65,2.75,0.26,0.26,9.95,10.16,0.09,0.07,0.15,0.15,3.81
12M 2021,141.89,1278.53,12.01,1408.41,2.57,2.38,0.29,0.22,10.25,11.4,0.08,0.08,0.18,0.18,3.94
12M 2022,105.48,454.32,1.96,557.84,3.46,3.23,0.8,0.83,19.38,19.86,0.17,0.17,0.33,0.33,9.5
12M 2023,171.25,747.56,2.42,916.39,2.13,2.43,0.49,0.38,7.8,7.41,0.11,0.11,0.21,0.21,9.34
12M 2024,323.69,3988.07,5.61,4306.15,1.13,1.31,0.09,0.08,1.58,1.69,0.04,0.04,0.09,0.09,4.19
