Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,3 B,(32 B),(29 B),-22.75
12M 2020,577 B,(37 B),540 B,425.35
12M 2021,615 B,(34 B),581 B,457.73
12M 2022,369 B,(42 B),327 B,257.31
12M 2023,211 B,(40 B),171 B,13.48
12M 2024,(110 B),(57 B),(167 B),-13.17
