Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Beban Penelitian Dan Pengembangan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,5048301000000.0,-4032575000000.0,1015726000000.0,-770258000000.0,-580766000000.0,-158132000000.0,-15336000000.0,-16024000000.0,-770258000000.0,245468000000.0,-52919000000.0,5710000000.0,-26461000000.0,-32168000000.0,-52919000000.0,192549000000.0,-73847000000.0,118702000000.0,-4992000000.0,-4992000000.0,-4992000000.0,113710000000.0,118702000000.0,118457000000.0,245000000.0,118702000000.0,113710000000.0,113473000000.0,237000000.0,113710000000.0
12M 2020,6163939000000.0,-4817626000000.0,1346313000000.0,-1086470000000.0,-665571000000.0,-390673000000.0,-18124000000.0,-12102000000.0,-1086470000000.0,259843000000.0,-10169000000.0,5952000000.0,-7589000000.0,-8532000000.0,-10169000000.0,249674000000.0,-77474000000.0,172200000000.0,-7394000000.0,-7394000000.0,-7394000000.0,164806000000.0,172200000000.0,172108000000.0,92000000.0,172200000000.0,164806000000.0,164727000000.0,79000000.0,164806000000.0
12M 2021,7076164000000.000000,-5506811000000.000000,1569353000000.000000,-891230000000.000000,-749437000000.000000,-139214000000.000000,-23262000000.000000,20683000000.000000,-891230000000.000000,678123000000.000000,13034000000.000000,15367000000.000000,-2333000000.000000,,13034000000.000000,691157000000.000000,-140066000000.000000,551091000000.000000,2619000000.000000,2619000000.000000,2619000000.000000,553710000000.000000,551091000000.000000,550176000000.000000,915000000.000000,551091000000.000000,553710000000.000000,552793000000.000000,917000000.000000,553710000000.000000
12M 2022,7290121000000.000000,-5951730000000.000000,1338391000000.000000,-894732000000.000000,-733928000000.000000,-140685000000.000000,-22396000000.000000,2277000000.000000,-894732000000.000000,443659000000.000000,11978000000.000000,13424000000.000000,-1446000000.000000,,11978000000.000000,455637000000.000000,-98622000000.000000,357015000000.000000,15889000000.000000,15889000000.000000,15889000000.000000,372904000000.000000,357015000000.000000,356728000000.000000,287000000.000000,357015000000.000000,372904000000.000000,372617000000.000000,287000000.000000,372904000000.000000
12M 2023,8197755000000.000000,-6888399000000.000000,1309356000000.000000,-870686000000.000000,-714610000000.000000,-133011000000.000000,-22606000000.000000,-459000000.000000,-870686000000.000000,438670000000.000000,24726000000.000000,26425000000.000000,-1699000000.000000,,24726000000.000000,463396000000.000000,-92055000000.000000,371341000000.000000,-10000000.000000,-10000000.000000,-10000000.000000,371331000000.000000,371341000000.000000,371341000000.000000,,371341000000.000000,371331000000.000000,371331000000.000000,,371331000000.000000
12M 2024,10057938000000.000000,-8517100000000.000000,1540838000000.000000,-969591000000.000000,-789224000000.000000,-153912000000.000000,-25492000000.000000,-963000000.000000,-969591000000.000000,571247000000.000000,16791000000.000000,18365000000.000000,-1574000000.000000,,16791000000.000000,588038000000.000000,-125387000000.000000,462651000000.000000,5767000000.000000,5767000000.000000,5767000000.000000,468418000000.000000,462651000000.000000,462651000000.000000,,462651000000.000000,468418000000.000000,468418000000.000000,,468418000000.000000
