Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(11 B),(5 B),(16 B),-54907.85
12M 2018,(30 B),(2 B),(32 B),-38.95
12M 2019,38 B,(6 B),32 B,38.20
12M 2020,59 B,(14 B),45 B,54.31
12M 2021,39 B,(6 B),32 B,38.52
12M 2022,(6 B),(6 B),(13 B),-15.48
12M 2023,4 B,(8 B),(4 B),-5.12
12M 2024,(28 B),(5 B),(32 B),-38.91
