Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Investasi Jangka Pendek,Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Investasi Jangka Panjang,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Obligasi Konversi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,9517850137.000000,,,20835756160.000000,1635162466.000000,,2584616608.000000,34573385371.000000,,,9357262115.000000,,42000000.000000,9399262115.000000,43972647486.000000,,,17782669454.000000,,3911364596.000000,,7634912494.000000,2939679520.000000,10574592014.000000,1084673221.000000,690954957.000000,,,1435277037.000000,,1435277037.000000,85807629.000000,17782669454.000000,27472454762.000000,293314357.000000,22117867870.000000,,2603594535.000000,,,2603594535.000000,2457678000.000000,27472454762.000000,45255124216.000000,,30000000000.000000,-38539911373.000000,,,-38539911373.000000,7257434643.000000,-1282476730.000000,43972647486.000000,300000.000000
12M 2018,,,20785943974.000000,,4000000000.000000,48662001237.000000,1123575887.000000,,3614975616.000000,78186496714.000000,,2127087700.000000,16461947431.000000,,777870833.000000,19366905964.000000,97553402678.000000,,,19559153698.000000,,4404673264.000000,,672932862.000000,5506188154.000000,6179121016.000000,4569842514.000000,1227954188.000000,,,3177562716.000000,,3177562716.000000,,19559153698.000000,11418119718.000000,,,,7918727718.000000,,,7918727718.000000,3499392000.000000,11418119718.000000,30977273416.000000,,83333330000.000000,-69118777576.000000,,,-69118777576.000000,52361576838.000000,66576129262.000000,97553402678.000000,833333300.000000
12M 2019,,,39918177843.000000,,9874800000.000000,61164000504.000000,4915548211.000000,431089723.000000,6784131484.000000,123087747765.000000,,3636078284.000000,29970835098.000000,,471572870.000000,34078486252.000000,157166234017.000000,,,31755734984.000000,,1856485931.000000,,,5993361564.000000,5993361564.000000,12875949064.000000,2792127487.000000,,,7143679071.000000,,7143679071.000000,1094131867.000000,31755734984.000000,18590712879.000000,,,,14521572879.000000,,,14521572879.000000,4069140000.000000,18590712879.000000,50346447863.000000,,83333330000.000000,-28762570684.000000,,,-28762570684.000000,52249026838.000000,106819786154.000000,157166234017.000000,833333300.000000
12M 2020,,,67809276938.000000,5200000000.000000,13357890000.000000,72698554779.000000,2636415077.000000,723575935.000000,4666052038.000000,167091764767.000000,,3690994537.000000,33144794874.000000,,6492207077.000000,43327996488.000000,210419761255.000000,,,58399139946.000000,5000000000.000000,2507323018.000000,,,15967709277.000000,15967709277.000000,21704429774.000000,4161687128.000000,,,7317716057.000000,313828656.000000,7631544713.000000,1426446036.000000,58399139946.000000,14038545046.000000,,,,8777003109.000000,,334241937.000000,9111245046.000000,4927300000.000000,14038545046.000000,72437684992.000000,,83333330000.000000,1976629425.000000,,,1976629425.000000,52672116838.000000,137982076263.000000,210419761255.000000,833333300.000000
12M 2021,,,63502482073.000000,,10412897025.000000,101671050987.000000,2398314863.000000,2026336925.000000,9605042782.000000,189616124655.000000,,6466198707.000000,34519257894.000000,10631232877.000000,9534736006.000000,61151425484.000000,250767550139.000000,,,61866044671.000000,,4088394908.000000,,,20218824214.000000,20218824214.000000,18133695248.000000,6228856195.000000,,,8026667211.000000,3300976925.000000,11327644136.000000,1868629970.000000,61866044671.000000,20991715251.000000,,,,10312385752.000000,,3743401499.000000,14055787251.000000,6935928000.000000,20991715251.000000,82857759922.000000,,83333330000.000000,32349336354.000000,9929832687.000000,22419503667.000000,32349336354.000000,52227123863.000000,167909790217.000000,250767550139.000000,833333300.000000
12M 2022,,,42528583084.000000,,1635002540.000000,114359620800.000000,1780617645.000000,2021391926.000000,15277352026.000000,177602568021.000000,,7187385115.000000,24583528527.000000,10631232877.000000,29808606660.000000,72210753179.000000,249813321200.000000,,,68300531642.000000,,6149205238.000000,,15000000000.000000,20736831385.000000,35736831385.000000,13092720831.000000,2379298116.000000,,,5726592503.000000,3713082321.000000,9439674824.000000,1502801248.000000,68300531642.000000,12177116094.000000,,,,5238737094.000000,,,5238737094.000000,6938379000.000000,12177116094.000000,80477647736.000000,,83333330000.000000,33705764086.000000,21055977681.000000,12649786405.000000,33705764086.000000,52296579378.000000,169335673464.000000,249813321200.000000,833333300.000000
12M 2023,,,63252223246.000000,,,147180353399.000000,2698332178.000000,2370450313.000000,31467999880.000000,246969359016.000000,,7373112956.000000,18562692965.000000,15728211051.000000,35527836889.000000,77191853861.000000,324161212877.000000,,,139351542783.000000,64403459267.000000,10473738036.000000,,8631863034.000000,29004393577.000000,37636256611.000000,15891463174.000000,2422658867.000000,,,3416407107.000000,3775222292.000000,7191629399.000000,1332337429.000000,139351542783.000000,7744119987.000000,,,,1822329987.000000,,,1822329987.000000,5921790000.000000,7744119987.000000,147095662770.000000,,83333330000.000000,36273665095.000000,22481860928.000000,13791804167.000000,36273665095.000000,57458555012.000000,177065550107.000000,324161212877.000000,833333300.000000
12M 2024,,,19542255375.000000,,,178279380902.000000,665471351.000000,2770392399.000000,49132850289.000000,250390350316.000000,,7268187944.000000,10484028699.000000,37416994020.000000,80317221648.000000,135486432311.000000,385876782627.000000,,,151840449923.000000,96000000000.000000,8482039200.000000,,500000000.000000,8720182142.000000,9220182142.000000,19374881832.000000,1276638647.000000,,6000000000.000000,1529280683.000000,7532219759.000000,15061500442.000000,2425207660.000000,151840449923.000000,33668826385.000000,,,,293049302.000000,24000000000.000000,2988910083.000000,27281959385.000000,6386867000.000000,33668826385.000000,185509276308.000000,,83333330000.000000,37886838338.000000,30211737571.000000,7675100767.000000,37886838338.000000,79147337981.000000,200367506319.000000,385876782627.000000,833333300.000000
