Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2016,2.13,370.27,2.13,370.27,,,,,
12M 2017,1.46,392.87,1.46,392.87,,,,,
12M 2018,2.25,432.74,2.25,432.74,,,,,
12M 2019,4.28,459.61,4.28,459.61,,,,,
12M 2020,3.58,481.92,3.58,481.92,,,,,
12M 2021,4.18,516.25,4.18,516.25,,,,,
12M 2022,1.81,366.69,1.81,366.69,,,,,
12M 2023,1.04,395.85,1.04,395.85,,,,,
12M 2024,0.76,419.96,0.76,419.96,,,,,
