Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.78,473.94,0.78,473.94,24 B,,265 B,255 B,421 B
12M 2009,0.69,518.20,0.69,518.20,21 B,167 B,188 B,173 B,415 B
12M 2010,0.81,553.99,0.81,553.99,17 B,77 B,94 B,34 B,352 B
12M 2011,1.54,513.60,1.54,513.60,21 B,73 B,94 B,82 B,149 B
12M 2012,3.06,559.16,3.06,559.16,25 B,309 B,333 B,239 B,138 B
12M 2013,1.57,892.82,1.57,892.53,120 B,686 B,806 B,713 B,454 B
12M 2014,1.08,1199.68,1.08,1199.45,132 B,"1,117 B","1,250 B",979 B,"1,032 B"
12M 2015,1.13,1251.65,1.13,1251.44,267 B,"1,438 B","1,705 B","1,375 B","1,630 B"
12M 2016,0.94,1602.96,0.94,1602.75,538 B,"1,657 B","2,194 B","2,002 B","4,374 B"
12M 2017,0.78,1639.54,0.78,1639.35,195 B,"2,181 B","2,376 B","2,179 B","3,309 B"
12M 2018,0.81,171.22,0.81,171.20,419 B,"2,891 B","3,310 B","3,021 B","3,055 B"
12M 2019,0.48,282.42,0.48,282.40,643 B,"3,080 B","3,724 B","3,542 B","2,888 B"
12M 2020,0.37,285.52,0.37,285.51,594 B,"3,669 B","4,263 B","4,195 B","1,966 B"
12M 2021,0.31,300.93,0.31,300.92,"1,233 B","3,353 B","4,586 B","4,497 B","1,082 B"
12M 2022,0.25,285.01,0.25,284.99,"1,400 B","3,179 B","4,580 B","4,374 B",383 B
12M 2023,0.23,271.92,0.23,271.91,"1,869 B","2,949 B","4,818 B","4,642 B",98 B
12M 2024,0.52,288.02,0.52,288.01,"1,982 B","2,998 B","4,979 B","4,799 B",(212 B)
