Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,5 B,(58 B),(52 B),-55190.30
12M 2018,66 B,(26 B),40 B,25.99
12M 2019,49 B,(16 B),33 B,21.04
12M 2020,71 B,(7 B),64 B,41.15
12M 2021,71 B,(102 B),(31 B),-20.24
12M 2022,160 B,(215 B),(54 B),-35.06
12M 2023,195 B,(397 B),(202 B),-57.12
12M 2024,167 B,(795 B),(628 B),-177.73
