Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,0.9,0.43,0.41,7.13,0.0,0.0,0.16,0.06,5.4
12M 2022,0.75,0.54,0.98,5.67,0.0,0.0,0.59,0.17,4.16
12M 2023,4.95,4.27,0.03,1.6,0.0,0.0,-0.67,0.02,0.5
12M 2024,2.5,2.02,0.11,1.53,0.0,0.0,0.03,0.07,0.43
