Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Adjustment,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,2141801468374.000000,-1630886032155.000000,510915436219.000000,-223842686669.000000,-84656515235.000000,-139186171434.000000,-223842686669.000000,287072749550.000000,10238119707.000000,3896401458.000000,-10146120192.000000,-4914674185.000000,2691794776.000000,,18710717850.000000,10238119707.000000,297310869257.000000,-75732793186.000000,-75732793186.000000,,,,-75732793186.000000,221578076071.000000,-2458359236.000000,219119716835.000000,221578076071.000000,225430397162.000000,-3852321091.000000,221578076071.000000,219119716835.000000,222975673719.000000,-3855956884.000000,219119716835.000000
12M 2018,2268091163130.000000,-1708044062527.000000,560047100603.000000,-267184510349.000000,-99169399969.000000,-168015110380.000000,-267184510349.000000,292862590254.000000,-25797649209.000000,9358608626.000000,-20919008756.000000,-17628740467.000000,225000000.000000,,3166491388.000000,-25797649209.000000,267064941045.000000,-63031172483.000000,-60568422108.000000,,-2462750375.000000,,-63031172483.000000,204033768562.000000,3167428761.000000,207201197323.000000,204033768562.000000,206033498912.000000,-1999730350.000000,204033768562.000000,207201197323.000000,209235622116.000000,-2034424793.000000,207201197323.000000
12M 2019,2266242809404.000000,-1707724761821.000000,558518047583.000000,-285640729280.000000,-101997694239.000000,-183643035041.000000,-285640729280.000000,272877318303.000000,-8879331112.000000,7119786751.000000,-26185563728.000000,1180204239.000000,794545458.000000,,8211696168.000000,-8879331112.000000,263997987191.000000,-43356330889.000000,-36430850358.000000,,-6925480531.000000,,-43356330889.000000,220641656302.000000,-3244988539.000000,217396667763.000000,220641656302.000000,208677760583.000000,11963895719.000000,220641656302.000000,217396667763.000000,205461116652.000000,11935551111.000000,217396667763.000000
12M 2020,1910989899637.000000,-1373145699210.000000,537844200427.000000,-363704690620.000000,-176545033352.000000,-187159657268.000000,-363704690620.000000,174139509807.000000,-31636262501.000000,5631667838.000000,-28769847756.000000,98256207.000000,1722727272.000000,,-10319066062.000000,-31636262501.000000,142503247306.000000,-37205220778.000000,-29901232678.000000,,-7303988100.000000,,-37205220778.000000,105298026528.000000,5490601219.000000,110788627747.000000,105298026528.000000,114984740521.000000,-9686713993.000000,105298026528.000000,110788627747.000000,120065801429.000000,-9277173682.000000,110788627747.000000
12M 2021,2238536055114.000000,-1601268586960.000000,637267468154.000000,-366867178361.000000,-180368872126.000000,-186498306235.000000,-366867178361.000000,270400289793.000000,-3791538358.000000,9578679644.000000,-27826391047.000000,-11412011.000000,1775045225.000000,,12692539831.000000,-3791538358.000000,266608751435.000000,-42828387027.000000,-35439042183.000000,,-7389344844.000000,,-42828387027.000000,223780364408.000000,2533095536.000000,226313459944.000000,223780364408.000000,197022805674.000000,26757558734.000000,223780364408.000000,226313459944.000000,199462797424.000000,26850662520.000000,226313459944.000000
12M 2022,2505644878372.000000,-1818620479813.000000,687024398559.000000,-398878281979.000000,-206538505518.000000,-192339776461.000000,-398878281979.000000,288146116580.000000,-8396934617.000000,8845615802.000000,-24754448766.000000,-150540169.000000,357905270.000000,,7304533246.000000,-8396934617.000000,279749181963.000000,-54704632239.000000,-47092445959.000000,,-7612186280.000000,,-54704632239.000000,225044549724.000000,-271126719.000000,224773423005.000000,225044549724.000000,206678784156.000000,18365765568.000000,225044549724.000000,224773423005.000000,206549633467.000000,18223789538.000000,224773423005.000000
12M 2023,2605488939158.000000,-1858295991138.000000,747192948020.000000,-436679312219.000000,-224254323549.000000,-212424988670.000000,-436679312219.000000,310513635801.000000,22922384405.000000,7454462935.000000,,338049131.000000,1118301799.000000,,14011570540.000000,22922384405.000000,333436020206.000000,-58484458523.000000,-50653982338.000000,,-7830476185.000000,,-58484458523.000000,274951561683.000000,-498832200.000000,274452729483.000000,274951561683.000000,254701432907.000000,20250128776.000000,274951561683.000000,274452729483.000000,254221157061.000000,20231572422.000000,274452729483.000000
12M 2024,2915244767837.000000,-2071370832529.000000,843873935308.000000,-471439600917.000000,-261386582813.000000,-210053018104.000000,-471439600917.000000,372434334391.000000,5530616929.000000,11636063525.000000,,92146860.000000,791682016.000000,,-6989275472.000000,5530616929.000000,377964951320.000000,-63204693396.000000,-55156861759.000000,,-8047831637.000000,,-63204693396.000000,314760257924.000000,2493466401.000000,317253724325.000000,314760257924.000000,287259059262.000000,27501198662.000000,314760257924.000000,317253724325.000000,288560171153.000000,28693553172.000000,317253724325.000000
