Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Adjustment,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Pinjaman Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank Jangka Panjang,Pinjaman Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Jangka Panjang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,160434757057.000000,429256442690.000000,429256442690.000000,,429256442690.000000,10044451008.000000,10044451008.000000,,10044451008.000000,327993231917.000000,83274568176.000000,1011003450848.000000,,14256031893.000000,768595173650.000000,185844702518.000000,54585938.000000,40126407592.000000,1008876901591.000000,,2019880352439.000000,,,1038366412760.000000,329020397322.000000,,434099464363.000000,1537940531.000000,435637404894.000000,,3215376911.000000,31279752790.000000,34495129701.000000,11376918664.000000,15206065055.000000,,1261784170.000000,,20849140346.000000,,22110924516.000000,190519572608.000000,1038366412760.000000,208452335613.000000,,291228201.000000,95965000000.000000,,,96256228201.000000,73857700000.000000,38338407412.000000,208452335613.000000,1246818748373.000000,,200000000000.000000,,86351581035.000000,481710023031.000000,5000000000.000000,773061604066.000000,2019880352439.000000,200000.000000
12M 2018,,,92814255885.000000,505706295723.000000,505224516359.000000,481779364.000000,505706295723.000000,9031640615.000000,9031640615.000000,,9031640615.000000,411347681598.000000,108848455616.000000,1127748329437.000000,,19606768273.000000,788595572749.000000,472081441983.000000,87915583.000000,71589851305.000000,1351961549893.000000,,2479709879330.000000,,,641087613285.000000,57924000000.000000,,354977753420.000000,5483000112.000000,360460753532.000000,,4125846330.000000,47211383446.000000,51337229776.000000,18900276800.000000,9974540174.000000,,277484912.000000,,3341809332.000000,,3619294244.000000,138871518759.000000,641087613285.000000,261873901487.000000,,13443290.000000,9189801891.000000,,,9203245181.000000,211867700000.000000,40802956306.000000,261873901487.000000,902961514772.000000,,270000000000.000000,704485563169.000000,117587203151.000000,479675598238.000000,5000000000.000000,1576748364558.000000,2479709879330.000000,2700000000.000000
12M 2019,,,148789684509.000000,524564093771.000000,524281458451.000000,282635320.000000,524564093771.000000,20947651379.000000,20561342468.000000,386308911.000000,20947651379.000000,432352195428.000000,64135040997.000000,1190788666084.000000,,21361486762.000000,1034562468083.000000,531122126512.000000,4597750000.000000,153180172146.000000,1744824003503.000000,,2935612669587.000000,,,813554028073.000000,83030000000.000000,,441997053325.000000,10131950488.000000,452129003813.000000,,5533075263.000000,58965473812.000000,64498549075.000000,8824607654.000000,20126436511.000000,,1455054972.000000,7096464736.000000,16383685277.000000,,24935204985.000000,160010226035.000000,813554028073.000000,430791325843.000000,,2504557810.000000,128721599433.000000,10750614260.000000,,141976771503.000000,246367700000.000000,42446854340.000000,430791325843.000000,1244345353916.000000,,270000000000.000000,704485563169.000000,220170603153.000000,491611149349.000000,5000000000.000000,1691267315671.000000,2935612669587.000000,2700000000.000000
12M 2020,,,217898189555.000000,450199873799.000000,450193757199.000000,6116600.000000,450199873799.000000,5479286617.000000,5327978198.000000,151308419.000000,5479286617.000000,362318855879.000000,5816446337.000000,1041712652187.000000,,20292071143.000000,1076340095462.000000,529170132299.000000,8964371572.000000,359105296030.000000,1993871966506.000000,,3035584618693.000000,,,723308486604.000000,82120000000.000000,,346730981698.000000,6249619576.000000,352980601274.000000,,16122524.000000,45567560049.000000,45583682573.000000,10814434218.000000,27731035772.000000,,1468248221.000000,7842174283.000000,24737288506.000000,15665440393.000000,49713151403.000000,154365581364.000000,723308486604.000000,371220188671.000000,,1041706389.000000,180284255668.000000,2908439973.000000,142784808331.000000,327019210361.000000,,44200978310.000000,371220188671.000000,1094528675275.000000,,270000000000.000000,704485563169.000000,232236404582.000000,729333975667.000000,5000000000.000000,1941055943418.000000,3035584618693.000000,2700000000.000000
12M 2021,,,423069117798.000000,469486642355.000000,469397841980.000000,88800375.000000,469486642355.000000,1026632212.000000,852871814.000000,173760398.000000,1026632212.000000,383032775214.000000,8989387165.000000,1285604554744.000000,,25711160550.000000,1030101381857.000000,537673037303.000000,6014548472.000000,258353967923.000000,1857854096105.000000,,3143458650849.000000,,,792813597840.000000,82120000000.000000,,407416854395.000000,12531915990.000000,419948770385.000000,,12360000.000000,21428168914.000000,21440528914.000000,11193634533.000000,33755463544.000000,,1045301289.000000,436657016.000000,49474577011.000000,18072538478.000000,69029073794.000000,155326126670.000000,792813597840.000000,297778149647.000000,,,130809678657.000000,,121587611851.000000,252397290508.000000,,45380859139.000000,297778149647.000000,1090591747487.000000,,270000000000.000000,704485563169.000000,337199202006.000000,736182138187.000000,5000000000.000000,2052866903362.000000,3143458650849.000000,2700000000.000000
12M 2022,,,188557276915.000000,480433375498.000000,480373876645.000000,59498853.000000,480433375498.000000,2764195265.000000,2583100389.000000,181094876.000000,2764195265.000000,497105569205.000000,6742035400.000000,1175602452283.000000,,20511909165.000000,971191938365.000000,648228173683.000000,2958357086.000000,297657974580.000000,1940548352879.000000,,3116150805162.000000,,,791069117798.000000,94120000000.000000,,437118607062.000000,6769216476.000000,443887823538.000000,,78517610.000000,14392133718.000000,14470651328.000000,15418949719.000000,24800850445.000000,,304201969.000000,,49474577011.000000,16073933895.000000,65852712875.000000,132518129893.000000,791069117798.000000,217441360997.000000,,607076248.000000,81335101646.000000,,102385455054.000000,184327632948.000000,,33113728049.000000,217441360997.000000,1008510478795.000000,,270000000000.000000,704485563169.000000,408748835473.000000,719405927725.000000,5000000000.000000,2107640326367.000000,3116150805162.000000,2700000000.000000
12M 2023,,,168882019914.000000,526816951600.000000,526305284331.000000,511667269.000000,526816951600.000000,3319609885.000000,3138250827.000000,181359058.000000,3319609885.000000,563032824454.000000,6353090847.000000,1268404496700.000000,,17854557081.000000,981333319882.000000,654491566020.000000,4876261635.000000,310695583351.000000,1969251287969.000000,,3237655784669.000000,,,789166654793.000000,64420000000.000000,,439693599847.000000,12289502760.000000,451983102607.000000,,65981166.000000,21969774262.000000,22035755428.000000,14243359137.000000,24104337779.000000,,246347682.000000,394779695.000000,49474577011.000000,24000143842.000000,74115848230.000000,138264251612.000000,789166654793.000000,218896074026.000000,,497398071.000000,102460524653.000000,614300721.000000,82403850672.000000,185976074117.000000,,32919999909.000000,218896074026.000000,1008062728819.000000,,270000000000.000000,704485563169.000000,527969992534.000000,722137500147.000000,5000000000.000000,2229593055850.000000,3237655784669.000000,2700000000.000000
12M 2024,,,242908046665.000000,587767076997.000000,587702094989.000000,64982008.000000,587767076997.000000,4273695300.000000,3988761872.000000,284933428.000000,4273695300.000000,559525136785.000000,17021687274.000000,1411495643021.000000,,20127250575.000000,1050074143292.000000,646106227865.000000,3198792485.000000,284591624427.000000,2004098038644.000000,,3415593681665.000000,,,825475645889.000000,66194000000.000000,,494198095483.000000,29184511572.000000,523382607055.000000,,181533325.000000,15484806141.000000,15666339466.000000,16341948498.000000,35404215177.000000,,674258627.000000,,17958427684.000000,3842582005.000000,22475268316.000000,146011267377.000000,825475645889.000000,226271255601.000000,,444095184.000000,99605713836.000000,,86001542960.000000,186051351980.000000,,40219903621.000000,226271255601.000000,1051746901490.000000,,270000000000.000000,704485563169.000000,654530163687.000000,729831053319.000000,5000000000.000000,2363846780175.000000,3415593681665.000000,2700000000.000000
