Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok Dan Lainnya,Pembayaran Kepada Karyawan,Pembayaran Kepada Pihak Ketiga Dan Atas Beban Operasional,Pembayaran Pajak,Pembayaran Beban Keuangan,Restitusi Pajak,Pembayaran Bunga,Penerimaan Bunga,Penerimaan Dari Pendapatan Keuangan,Pembayaran Atas Imbalan Pasca-Kerja,Kenaikan Piutang Pihak Berelasi,Penurunan Piutang Lain-Lain Pihak Berelasi,Penerimaan Lain-Lain,Pembayaran Lain-Lain,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Pencairan Investasi Jangka Pendek,Uang Muka Pembelian Aset Tetap,Penempatan Investasi Jangka Pendek,Penerimaan Dari Divestasi Entitas Asosiasi,Pembayaran Uang Muka Pembelian Aset Tetap,Kenaikan Piutang Pihak Berelasi,Pelepasan Saham Pihak Berelasi,Perolehan Aset Tetap,Penambahan Properti Investasi,Hasil Penjualan Aset Tetap,Investasi Perolehan Entitas Anak,Uang Muka Investasi,Setoran Modal Ke Dalam Entitas Asosiasi,Penambahan Aset Lain-Lain,Penambahan Investasi,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Beban Keuangan,Pembayaran Utang Bank,Penerimaan Utang Bank,Pembayaran Pinjaman Leasing,Penerimaan Dari Pihak Berelasi,Pembayaran Kepada Pihak Berelasi,Pembayaran Sewa Pembiayaan,Pembayaran Dividen Kas Kepada Kepentingan Non-Pengendali Oleh Entitas Anak,Penurunan Utang Lain-Lain,Pembayaran Atas Liabilitas Sewa,Pembayaran Atas Utang Pembiayaan Konsumen,Pembayaran Kembali Atas Pinjaman Bank Jangka Panjang,Pembayaran Biaya Emisi Saham,Penambahan Modal,Penambahan Modal Disetor,Kenaikan (Penurunan) Ekuitas Lainnya,Saham Treasuri,Peneriman Pinjaman Dari Bank,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2017,-8376893089.000000,47622150185.000000,-27925381086.000000,-9108659033.000000,,-901047450.000000,-18063955705.000000,,,,,,,,,,-8376893089.000000,-6843755038.000000,,,,,,,,-6843755038.000000,,,,,,,,-6843755038.000000,17080874319.000000,,-2400000000.000000,,,19480874319.000000,,,,,,,,,,,,,,17080874319.000000,1860226192.000000,,2155463350.000000,4015689542.000000
12M 2018,-6884426493.000000,61108378538.000000,-54427813044.000000,-10859996333.000000,,-770057174.000000,-1934938480.000000,,,,,,,,,,-6884426493.000000,5726404458.000000,,,,,,,,5726404458.000000,,,,,,,,5726404458.000000,3939381622.000000,-18146801924.000000,-3600000000.000000,,,25686183546.000000,,,,,,,,,,,,,,3939381622.000000,2781359587.000000,,4015689541.000000,6797049128.000000
12M 2019,15585087345.000000,105589707347.000000,-50770220371.000000,-40297698714.000000,,-877739680.000000,,,-216073755.000000,,440284222.000000,,,,4299723910.000000,-2582895614.000000,15585087345.000000,-136667102723.000000,,,,,,,,-98765278863.000000,,,-12901823860.000000,-25000000000.000000,,,,-136667102723.000000,129086857413.000000,-18955406089.000000,21550883707.000000,,,6971076275.000000,,45157500.000000,,,,,,-5658603980.000000,119175000000.000000,5958750000.000000,,,,129086857413.000000,8004842035.000000,,6797049128.000000,14801891163.000000
12M 2020,2016061322.000000,48359405576.000000,-33305242876.000000,-12166805988.000000,,-1887867968.000000,,,-248645971.000000,,298942065.000000,,,,1854591773.000000,-888315289.000000,2016061322.000000,-9321420686.000000,,,,,,,,-9321420686.000000,,,,,,,,-9321420686.000000,357750797.000000,-4156488141.000000,-3080465690.000000,,,7639862128.000000,,-45157500.000000,,,,,,,,,,,,357750797.000000,-6947608567.000000,,14801891164.000000,7854282597.000000
12M 2021,18703424947.000000,76083917796.000000,-45163673989.000000,-12826884567.000000,,165858443.000000,,,-93087689.000000,,156763979.000000,,,,380994209.000000,-463235.000000,18703424947.000000,-11067131856.000000,,,,,,,,-11067131856.000000,,,,,,,,-11067131856.000000,3073051693.000000,-4170252884.000000,1710942845.000000,,,5532361732.000000,,,,,,,,,,,,,,3073051693.000000,10709344784.000000,,7854282597.000000,18563627381.000000
12M 2022,20829413594.000000,85405872946.000000,-49020525884.000000,-14565524923.000000,,-2402495809.000000,,,-73530551.000000,,284787286.000000,,,,1202209858.000000,-1379329.000000,20829413594.000000,-8820385431.000000,,,,,,,,-8820385431.000000,,,,,,,,-8820385431.000000,-9054238875.000000,-4306218210.000000,-769442786.000000,,,-3978577879.000000,,,,,,,,,,,,,,-9054238875.000000,2954789288.000000,,18563627380.000000,21518416668.000000
12M 2023,3728950142.000000,109423938071.000000,-24451801835.000000,-31310777590.000000,-23262944212.000000,,,,-7609928369.000000,,692683559.000000,-64909091.000000,-19687310391.000000,,,,3728950142.000000,-7057319403.000000,,,,,-49250700.000000,,,-7008068703.000000,,,,,,,,-7057319403.000000,-2479088721.000000,,,,,,,,,-132090524.000000,-173519874.000000,,-2173478323.000000,,,,,,,-2479088721.000000,-5807457982.000000,,21518416668.000000,15710958686.000000
12M 2024,-37906094738.000000,118337020594.000000,-22551826183.000000,-28427213303.000000,-30782122661.000000,,,,-7273098576.000000,,3962934553.000000,,-71171789162.000000,,,,-37906094738.000000,173766197722.000000,,,,214556510357.000000,-153000000.000000,-12150000000.000000,,-30737312635.000000,,2250000000.000000,,,,,,173766197722.000000,-30407844761.000000,,,,,,,,-312718.000000,-12201404991.000000,-594047698.000000,-186911893.000000,-17425167461.000000,,,,,,,-30407844761.000000,105452258223.000000,,15710958686.000000,121163216909.000000
