Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(8 B),(7 B),(15 B),-3044129.63
12M 2018,(7 B),6 B,(1 B),-0.24
12M 2019,16 B,(99 B),(83 B),0.00
12M 2020,2 B,(9 B),(7 B),-1.23
12M 2021,19 B,(11 B),8 B,1.28
12M 2022,21 B,(9 B),12 B,2.02
12M 2023,4 B,(7 B),(3 B),-0.55
12M 2024,(38 B),(31 B),(69 B),-11.52
