Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.00,714.12,0.00,714.12,,,,(0 B),1 B
12M 2011,0.00,500.31,0.00,500.31,105 B,145 B,250 B,219 B,437 B
12M 2012,2.40,102.08,2.40,102.08,161 B,515 B,676 B,655 B,510 B
12M 2013,2.59,102.46,2.59,102.46,164 B,636 B,800 B,752 B,362 B
12M 2014,1.93,96.43,1.93,96.43,179 B,555 B,735 B,694 B,46 B
12M 2015,1.02,107.06,1.02,107.06,29 B,119 B,148 B,(508 B),"1,188 B"
12M 2016,0.99,95.30,0.99,94.99,35 B,509 B,544 B,(412 B),"1,310 B"
12M 2017,0.84,94.79,0.85,94.28,69 B,717 B,786 B,(680 B),"1,636 B"
12M 2018,0.96,92.39,0.97,91.69,99 B,748 B,847 B,"(2,142 B)","3,135 B"
12M 2019,1.33,105.36,1.34,104.27,169 B,"1,057 B","1,226 B","(1,159 B)","2,453 B"
12M 2020,1.50,107.87,1.52,106.56,704 B,"2,562 B","3,266 B","1,603 B","1,378 B"
12M 2021,1.43,105.24,1.44,103.93,351 B,"4,128 B","4,479 B","3,487 B","1,770 B"
12M 2022,1.46,97.65,1.48,96.33,"1,213 B","4,529 B","5,742 B","4,653 B",736 B
12M 2023,1.48,94.46,1.50,93.28,359 B,"5,566 B","5,925 B","5,135 B",985 B
12M 2024,1.53,85.64,1.55,84.62,336 B,"7,016 B","7,352 B","6,527 B","1,396 B"
