Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Total Tanaman Perkebunan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Lain-Lain,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,236469428.000000,4129779162.000000,,,4129779162.000000,1978300001.000000,,,1978300001.000000,5974271429.000000,11383318463.000000,23702138483.000000,,1577825898.000000,136534782007.000000,136534782007.000000,,136534782007.000000,164596705955.000000,154989233692.000000,457698547552.000000,481400686035.000000,,,98541308049.000000,,11088440766.000000,,11088440766.000000,2772121019.000000,,2065837331.000000,,78594832321.000000,1967214226.000000,80562046547.000000,2052862386.000000,98541308049.000000,254091736508.000000,,,,,,236637759466.000000,2566442410.000000,239204201876.000000,5577973141.000000,9309561491.000000,254091736508.000000,352633044557.000000,,137000000000.000000,,-7198621612.000000,,,-7198621612.000000,-1033736910.000000,128767641478.000000,481400686035.000000,1370000000.000000
12M 2018,,,38432315226.000000,5725037500.000000,,,5725037500.000000,1928518460.000000,,,1928518460.000000,11060371207.000000,48618139076.000000,105764381469.000000,,2065949430.000000,127459687459.000000,127459687459.000000,,127459687459.000000,156495791829.000000,148019639756.000000,434041068474.000000,539805449943.000000,,,143116971092.000000,,12647312627.000000,,12647312627.000000,1925606183.000000,300000000.000000,8428481101.000000,,110522175797.000000,2299412727.000000,112821588524.000000,6993982657.000000,143116971092.000000,150571710816.000000,,,,,,140670973783.000000,849361337.000000,141520335120.000000,,9051375696.000000,150571710816.000000,293688681908.000000,,187000000000.000000,48929000000.000000,10000399103.000000,,,10000399103.000000,187368932.000000,246116768035.000000,539805449943.000000,1870000000.000000
12M 2019,,,70196220548.000000,7755590966.000000,7755590966.000000,,7755590966.000000,1825000000.000000,,,1825000000.000000,6640034823.000000,17985885816.000000,104402732153.000000,,2099978234.000000,118384592911.000000,118384592911.000000,,118384592911.000000,151488113311.000000,110963377403.000000,382936061859.000000,487338794012.000000,,,76718616762.000000,,13376900888.000000,,13376900888.000000,1984137445.000000,,2118063687.000000,,55431501704.000000,1967036906.000000,57398538610.000000,1840976132.000000,76718616762.000000,151447666843.000000,,,,,,138615416485.000000,2753462017.000000,141368878502.000000,,10078788341.000000,151447666843.000000,228166283605.000000,,187000000000.000000,48929000000.000000,22492616272.000000,,,22492616272.000000,750894135.000000,259172510407.000000,487338794012.000000,9350000000.000000
12M 2020,,,8892148246.000000,4452232532.000000,4452232532.000000,,4452232532.000000,,,,,9070328160.000000,42420765325.000000,64835474263.000000,,6401403299.000000,109309498363.000000,109309498363.000000,,109309498363.000000,214580949687.000000,84096958677.000000,414388810026.000000,479224284289.000000,,,72557498302.000000,,16228332474.000000,,16228332474.000000,2399763455.000000,,2718185462.000000,,41956073469.000000,2124451499.000000,44080524968.000000,7130691943.000000,72557498302.000000,155983496771.000000,,,,,,144197479296.000000,1955305620.000000,146152784916.000000,,9830711855.000000,155983496771.000000,228540995073.000000,,187000000000.000000,48929000000.000000,12322382483.000000,,,12322382483.000000,2431906733.000000,250683289216.000000,479224284289.000000,9350000000.000000
12M 2021,,,9978623434.000000,1337747900.000000,1337747900.000000,,1337747900.000000,,,,,16227311781.000000,53373485213.000000,80917168328.000000,,8457491192.000000,100234403815.000000,100234403815.000000,,100234403815.000000,212281565095.000000,80790723702.000000,401764183804.000000,482681352132.000000,,,57823359870.000000,,13485751959.000000,,13485751959.000000,2488700867.000000,,1692081209.000000,,15461368199.000000,1771165776.000000,17232533975.000000,22924291860.000000,57823359870.000000,175592235234.000000,,,,,,166182942439.000000,184139845.000000,166367082284.000000,,9225152950.000000,175592235234.000000,233415595104.000000,,187000000000.000000,48929000000.000000,9200997834.000000,,,9200997834.000000,4135759194.000000,249265757028.000000,482681352132.000000,9350000000.000000
12M 2022,,,15020216418.000000,4906841645.000000,4906841645.000000,,4906841645.000000,16321000.000000,,,16321000.000000,7856289971.000000,50017992333.000000,77817661367.000000,,9728117435.000000,101007635924.000000,101007635924.000000,,101007635924.000000,213176422862.000000,42480532814.000000,366392709035.000000,444210370402.000000,,,51320417645.000000,,19694689294.000000,,19694689294.000000,2171740983.000000,,1413358475.000000,,16608671599.000000,709204424.000000,17317876023.000000,10722752870.000000,51320417645.000000,154196044106.000000,,,,,,149574270840.000000,508868420.000000,150083139260.000000,,4112904846.000000,154196044106.000000,205516461751.000000,,187000000000.000000,48929000000.000000,-1586672592.000000,,,-1586672592.000000,4351581243.000000,238693908651.000000,444210370402.000000,9350000000.000000
12M 2023,,,8364784764.000000,806410058.000000,806410058.000000,,806410058.000000,,,,,6572285701.000000,8470885680.000000,24214366203.000000,,20006706411.000000,91932541375.000000,91932541375.000000,,91932541375.000000,221681726246.000000,20299710407.000000,353920684439.000000,378135050642.000000,,,41923858695.000000,,16856155960.000000,,16856155960.000000,5146418860.000000,,773443881.000000,,10446117094.000000,1849789714.000000,12295906808.000000,6851933186.000000,41923858695.000000,153471848482.000000,,,,,,148174270000.000000,1382679481.000000,149556949481.000000,,3914899001.000000,153471848482.000000,195395707177.000000,,187000000000.000000,48929000000.000000,-57545909686.000000,,,-57545909686.000000,4356253151.000000,182739343465.000000,378135050642.000000,9350000000.000000
12M 2024,,,15819383293.000000,410698060.000000,410698060.000000,,410698060.000000,,,,,13379967364.000000,8880878470.000000,38490927187.000000,,19672222783.000000,71694560519.000000,71694560519.000000,,71694560519.000000,207652089041.000000,12650766385.000000,311669638728.000000,350160565915.000000,,,50093781413.000000,,12374181688.000000,,12374181688.000000,2581742174.000000,426736562.000000,233059095.000000,,12000000000.000000,1597731037.000000,13597731037.000000,20880330857.000000,50093781413.000000,140288112030.000000,,,,,,136174270000.000000,116310021.000000,136290580021.000000,,3997532009.000000,140288112030.000000,190381893443.000000,,187000000000.000000,48929000000.000000,-80506580679.000000,,,-80506580679.000000,4356253151.000000,159778672472.000000,350160565915.000000,9350000000.000000
