Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,37 B,(15 B),21 B,15.64
12M 2018,16 B,(6 B),10 B,5.33
12M 2019,98 B,(5 B),92 B,9.87
12M 2020,27 B,(76 B),(49 B),-5.22
12M 2021,26 B,(18 B),8 B,0.83
12M 2022,33 B,(12 B),21 B,2.27
12M 2023,15 B,(13 B),2 B,0.21
12M 2024,24 B,(5 B),19 B,2.03
