Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Usaha,Tanah Untuk Dikembangkan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Beban Akrual,Utang Pajak,Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Dari Pihak Berelasi,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,437351592.000000,,30675600.000000,19201626832.000000,141233722.000000,19810887746.000000,,,49632584831.000000,335853778.000000,43273875361.000000,93242313970.000000,113053201716.000000,,,1442018552.000000,165618272.000000,101873000.000000,79707570.000000,,,71592710.000000,71592710.000000,1023227000.000000,1442018552.000000,110901019989.000000,,,,107093155000.000000,3000000000.000000,807864989.000000,110901019989.000000,112343038541.000000,,16000000000.000000,6759131080.000000,-21846957782.000000,,-21846957782.000000,-21846957782.000000,,-202010123.000000,710163175.000000,113053201716.000000,160000.000000
12M 2020,,,1972172212.000000,214056000.000000,,41978594853.000000,807248425.000000,44972071490.000000,,2042725925.000000,170653550831.000000,248274584.000000,43273875361.000000,216218426701.000000,261190498191.000000,,,142556047807.000000,401269479.000000,146777276.000000,4354473915.000000,118096292655.000000,,,,19557234482.000000,142556047807.000000,8742402210.000000,,,,,7772000000.000000,970402210.000000,8742402210.000000,151298450017.000000,,128465000000.000000,6759131080.000000,-24984735866.000000,,-24984735866.000000,-24984735866.000000,,-347347040.000000,109892048174.000000,261190498191.000000,6423250000.000000
12M 2021,,,521931016.000000,6052774556.000000,,48015166958.000000,707487672.000000,55297360202.000000,,9950652277.000000,213927426192.000000,167020454.000000,,224045098923.000000,279342459125.000000,,,152323083811.000000,1604752701.000000,107433540.000000,7434548161.000000,118096292655.000000,,,,25080056754.000000,152323083811.000000,11428377054.000000,,,,,10653000000.000000,775377054.000000,11428377054.000000,163751460865.000000,,128465000000.000000,6759131080.000000,-20105337508.000000,,-20105337508.000000,-20105337508.000000,,472204688.000000,115590998260.000000,279342459125.000000,6423250000.000000
12M 2022,,,680129254.000000,4579067478.000000,,37275133312.000000,1413355655.000000,43947685699.000000,,11644469078.000000,213927426192.000000,122661183.000000,,225694556453.000000,269642242152.000000,,,131959224388.000000,50661118.000000,118138075.000000,7647656941.000000,113096292655.000000,,,,11046475599.000000,131959224388.000000,9928925847.000000,,,,,9204000000.000000,724925847.000000,9928925847.000000,141888150235.000000,,128465000000.000000,7292176693.000000,-8402394477.000000,,-8402394477.000000,-8402394477.000000,2936105.000000,396373596.000000,127754091917.000000,269642242152.000000,6423250000.000000
12M 2023,,,1283038962.000000,14585095495.000000,,61564346089.000000,1252565141.000000,78685045687.000000,,15712724678.000000,223936401192.000000,810415947.000000,,240459541817.000000,319144587504.000000,,,16678892907.000000,50661118.000000,192559206.000000,5594995014.000000,,,213288000.000000,213288000.000000,10627389569.000000,16678892907.000000,14644066121.000000,,296074408.000000,296074408.000000,,13490000000.000000,857991713.000000,14644066121.000000,31322959028.000000,,160665223020.000000,130384212295.000000,-3630854699.000000,20000000.000000,-3650854699.000000,-3630854699.000000,3876630.000000,399171230.000000,287821628476.000000,319144587504.000000,8033250000.000000
12M 2024,,,1109792602.000000,6078423743.000000,,72225841231.000000,930393892.000000,80344451468.000000,,22066661045.000000,223936401192.000000,536398165.000000,,246539460402.000000,326883911870.000000,,,15609904439.000000,,232359000.000000,5007029565.000000,,,213288000.000000,213288000.000000,10157227874.000000,15609904439.000000,23279323626.000000,,108156848.000000,108156848.000000,,22175100000.000000,996066778.000000,23279323626.000000,38889228065.000000,,160665415120.000000,130385076745.000000,-3553578162.000000,30000000.000000,-3583578162.000000,-3553578162.000000,-168626.000000,497938728.000000,287994683805.000000,326883911870.000000,8033250000.000000
