Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(7 B),,(7 B),-44900.33
12M 2020,(9 B),,(9 B),-1.33
12M 2021,(4 B),,(4 B),-0.67
12M 2022,2 B,,2 B,0.27
12M 2023,(149 B),(10 B),(159 B),-19.76
12M 2024,(9 B),,(9 B),-1.08
