Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,23 B,(27 B),(4 B),-362520.98
12M 2019,17 B,(25 B),(8 B),-670337.71
12M 2020,6 B,(0 B),6 B,534190.48
12M 2021,10 B,(1 B),8 B,13.15
12M 2022,1 B,(22 B),(21 B),-23.48
12M 2023,15 B,(4 B),11 B,11.55
12M 2024,16 B,(18 B),(3 B),-2.82
