Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Deposito Berjangka,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,905585362.000000,,8158947156.000000,8158947156.000000,,8158947156.000000,4709800143.000000,4637700143.000000,72100000.000000,4709800143.000000,3637379717.000000,6670401807.000000,24082114185.000000,,,7677855899.000000,6265649612.000000,1412206287.000000,7677855899.000000,28956627288.000000,3670981701.000000,661223635.000000,40966688523.000000,65048802708.000000,,,25336787346.000000,,2947494607.000000,,2947494607.000000,167138595.000000,,42150000.000000,14400643060.000000,14442793060.000000,336574548.000000,,3900000008.000000,2583945938.000000,153840590.000000,6637786536.000000,805000000.000000,25336787346.000000,14047179903.000000,,2999999984.000000,4391984919.000000,3331352376.000000,10723337279.000000,3323842624.000000,14047179903.000000,39383967249.000000,,12000000000.000000,251067715.000000,13430239592.000000,,13430239592.000000,13430239592.000000,1872317568.000000,-1888789416.000000,25664835459.000000,65048802708.000000,12000.000000
12M 2019,,,1392194636.000000,,7388254737.000000,7388254737.000000,,7388254737.000000,81600000.000000,,81600000.000000,81600000.000000,923749408.000000,6652342781.000000,16438141562.000000,,,10283554717.000000,8792876427.000000,1490678290.000000,10283554717.000000,52009851002.000000,3854228984.000000,608806709.000000,66756441412.000000,83194582974.000000,,,33970548395.000000,,3427432645.000000,,3427432645.000000,492318461.000000,,5409464000.000000,10821013665.000000,16230477665.000000,1575179784.000000,,7561243936.000000,2740188474.000000,165790763.000000,10467223173.000000,1777916667.000000,33970548395.000000,20950550275.000000,,12252370360.000000,1475886546.000000,3165461613.000000,16893718519.000000,4056831756.000000,20950550275.000000,54921098670.000000,,12000000000.000000,251067715.000000,16696055344.000000,,16696055344.000000,16696055344.000000,1294432294.000000,-1968071049.000000,28273484304.000000,83194582974.000000,12000.000000
12M 2020,,,6730400832.000000,,5074014490.000000,5074014490.000000,,5074014490.000000,554196182.000000,,554196182.000000,554196182.000000,681457959.000000,2135127448.000000,15175196911.000000,,,3790419829.000000,3290419829.000000,500000000.000000,3790419829.000000,43899458644.000000,2651608573.000000,3586507745.000000,53927994791.000000,69103191702.000000,,,16900402591.000000,,1731468005.000000,,1731468005.000000,530555288.000000,,,5597400994.000000,5597400994.000000,1625184526.000000,,3889409355.000000,2341167637.000000,178478380.000000,6409055372.000000,1006738406.000000,16900402591.000000,18936163587.000000,,9844945175.000000,2437033173.000000,2986983233.000000,15268961581.000000,3667202006.000000,18936163587.000000,35836566178.000000,,12000000000.000000,251067715.000000,21718269178.000000,,21718269178.000000,21718269178.000000,417545482.000000,-1120256851.000000,33266625524.000000,69103191702.000000,12000.000000
12M 2021,,,8920015176.000000,,7251437123.000000,7251437123.000000,,7251437123.000000,1529661525.000000,1512236524.000000,17425001.000000,1529661525.000000,1880555077.000000,4199569412.000000,23781238313.000000,,,500000000.000000,,500000000.000000,500000000.000000,39636976730.000000,674139496.000000,2636423151.000000,43447539377.000000,67228777690.000000,,,10684848306.000000,,1396920375.000000,,1396920375.000000,913065116.000000,,,3520347955.000000,3520347955.000000,1463068391.000000,,2088288705.000000,103664286.000000,,2191952991.000000,1199493478.000000,10684848306.000000,15098429817.000000,,8963960511.000000,2179198865.000000,,11143159376.000000,3955270441.000000,15098429817.000000,25783278123.000000,,32000000000.000000,251067715.000000,7786640773.000000,6400000000.000000,1386640773.000000,7786640773.000000,2670500764.000000,-1262709685.000000,41445499567.000000,67228777690.000000,640000000.000000
12M 2022,,,35834096067.000000,,14981226876.000000,14981226876.000000,,14981226876.000000,3102412507.000000,,3102412507.000000,3102412507.000000,2743897415.000000,5662940265.000000,62324573130.000000,,15000000000.000000,,,,,52456164067.000000,606216136.000000,5575196019.000000,73637576222.000000,135962149352.000000,,,10133121777.000000,,1030627087.000000,,1030627087.000000,1343343000.000000,,110463682.000000,,110463682.000000,1834190005.000000,,3166389683.000000,1527941653.000000,,4694331336.000000,1120166667.000000,10133121777.000000,16409465780.000000,,13199402687.000000,454535197.000000,,13653937884.000000,2755527896.000000,16409465780.000000,26542587557.000000,,45500000000.000000,45333462932.000000,17268251026.000000,6400000000.000000,10868251026.000000,17268251026.000000,2747502516.000000,-1429654679.000000,109419561795.000000,135962149352.000000,910000000.000000
12M 2023,,,34944842157.000000,,12657118616.000000,12657118616.000000,,12657118616.000000,3078308000.000000,,3078308000.000000,3078308000.000000,4904000937.000000,9783600170.000000,65367869880.000000,,15000000000.000000,,,,,49304097927.000000,641359433.000000,8164402230.000000,73109859590.000000,138477729470.000000,,,7951424171.000000,,924305703.000000,,924305703.000000,831214277.000000,,,,,1856790025.000000,,3292036137.000000,749578029.000000,,4041614166.000000,297500000.000000,7951424171.000000,13183851012.000000,,9907366550.000000,361214305.000000,,10268580855.000000,2915270157.000000,13183851012.000000,21135275183.000000,,45502383200.000000,45242052455.000000,24149720851.000000,6400000000.000000,17749720851.000000,24149720851.000000,3841165612.000000,-1392867831.000000,117342454287.000000,138477729470.000000,910047664.000000
12M 2024,,,22700905712.000000,,24229338353.000000,24229338353.000000,,24229338353.000000,2429785054.000000,,2429785054.000000,2429785054.000000,2536034346.000000,6572728534.000000,58468791999.000000,,12500000000.000000,,,,,53604699484.000000,691338640.000000,25520481324.000000,92316519448.000000,150785311447.000000,,,10263097217.000000,,560892790.000000,,560892790.000000,1983385511.000000,,,,,1425072370.000000,,3023389317.000000,2346857229.000000,,5370246546.000000,923500000.000000,10263097217.000000,15550015224.000000,,6183977233.000000,5780899059.000000,,11964876292.000000,3585138932.000000,15550015224.000000,25813112441.000000,,45502744200.000000,45244579455.000000,30666142847.000000,9100548840.000000,21565594007.000000,30666142847.000000,4708535220.000000,-1149802716.000000,124972199006.000000,150785311447.000000,910047664.000000
