Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,202078.28,0.00,198497.76,116 B,60 B,176 B,154 B,39 B
12M 2020,0.00,98135.18,0.00,96978.83,184 B,0 B,184 B,164 B,(103 B)
12M 2021,0.00,101386.09,0.00,100813.12,156 B,12 B,168 B,165 B,(81 B)
12M 2022,1.53,75.33,1.53,75.33,10 B,155 B,165 B,140 B,400 B
12M 2023,0.65,76.81,0.65,76.81,17 B,52 B,70 B,60 B,370 B
12M 2024,0.12,77.13,0.12,77.13,25 B,38 B,63 B,54 B,382 B
