Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Others,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,22183769204.000000,18199422549.000000,18199422549.000000,18199422549.000000,178537569351.000000,8230539814.000000,227151300918.000000,,177588933097.000000,2398950053.000000,799650915.000000,,180787534065.000000,407938834983.000000,,,188229855691.000000,115044312473.000000,,23051482400.000000,23051482400.000000,,42897776174.000000,42897776174.000000,6391397892.000000,,,640000000.000000,204886752.000000,,844886752.000000,188229855691.000000,78479312895.000000,,59793097039.000000,269794195.000000,,60062891234.000000,,16197076535.000000,16197076535.000000,2219345126.000000,78479312895.000000,266709168586.000000,,67000000000.000000,,66347748395.000000,,,66347748395.000000,5837218439.000000,2044699563.000000,141229666397.000000,407938834983.000000,670000.000000
12M 2020,,,19774049767.000000,7651321107.000000,7651321107.000000,7651321107.000000,145256851291.000000,1553740131.000000,174235962296.000000,,167881606231.000000,774750708.000000,1416853503.000000,9579922889.000000,179653133331.000000,353889095627.000000,,,277530727633.000000,183218097028.000000,,41667609254.000000,41667609254.000000,,45017283517.000000,45017283517.000000,5550648941.000000,,,213333348.000000,386220084.000000,1477535461.000000,2077088893.000000,277530727633.000000,9903475168.000000,,,261351890.000000,676504667.000000,937856557.000000,,5769675807.000000,5769675807.000000,3195942804.000000,9903475168.000000,287434202801.000000,,67000000000.000000,,-3186461215.000000,,,-3186461215.000000,704323144.000000,1937030897.000000,66454892826.000000,353889095627.000000,670000.000000
12M 2021,,,3301070880.000000,18328273655.000000,18328273655.000000,18328273655.000000,141462322372.000000,2290422495.000000,165382089402.000000,,157612073063.000000,383889313.000000,1176460139.000000,5348250890.000000,164520673405.000000,329902762807.000000,,,246614364656.000000,153395637712.000000,,22305157887.000000,22305157887.000000,,38777310000.000000,38777310000.000000,18396352893.000000,10717160722.000000,,2100000000.000000,246240775.000000,676504667.000000,3022745442.000000,246614364656.000000,14261030769.000000,,12293012328.000000,15111115.000000,,12308123443.000000,,,,1952907326.000000,14261030769.000000,260875395425.000000,,67000000000.000000,,-833514457.000000,,,-833514457.000000,1098688936.000000,1762192903.000000,69027367382.000000,329902762807.000000,670000.000000
12M 2022,,,24478415707.000000,24070567372.000000,24070567372.000000,24070567372.000000,315580977583.000000,92708962477.000000,456838923139.000000,,250586010655.000000,,1667143037.000000,16600707071.000000,268853860763.000000,725692783902.000000,,,57066818289.000000,9800000000.000000,,9074610554.000000,9074610554.000000,,,,27841703636.000000,9914172925.000000,,426000000.000000,10331174.000000,,436331174.000000,57066818289.000000,156686492263.000000,,154735650040.000000,,,154735650040.000000,,,,1950842223.000000,156686492263.000000,213753310552.000000,,424800000000.000000,80746500000.000000,4935346872.000000,,,4935346872.000000,237636.000000,1457388842.000000,511939473350.000000,725692783902.000000,6796000000.000000
12M 2023,,,9596511776.000000,21784434872.000000,21784434872.000000,21784434872.000000,319867409595.000000,83386262350.000000,434634618593.000000,,231072706608.000000,,2475422693.000000,22960146984.000000,256508276285.000000,691142894878.000000,,,64497613896.000000,,,15170815175.000000,15170815175.000000,,,,21946415373.000000,9965682280.000000,,17414701068.000000,,,17414701068.000000,64497613896.000000,104661493284.000000,,52244103179.000000,,,52244103179.000000,,,,52417390105.000000,104661493284.000000,169159107180.000000,,424800000000.000000,80746500000.000000,14895911819.000000,13895911819.000000,1000000000.000000,14895911819.000000,253045.000000,1541122834.000000,521983787698.000000,691142894878.000000,6796000000.000000
12M 2024,,,8822363004.000000,13389760781.000000,13389760781.000000,13389760781.000000,331847050700.000000,104984149293.000000,459043323778.000000,,210184829719.000000,,2952024720.000000,18178280146.000000,231315134585.000000,690358458363.000000,,,77344259246.000000,8500000000.000000,,16057407503.000000,16057407503.000000,,,,23435643037.000000,12997746181.000000,,16353462525.000000,,,16353462525.000000,77344259246.000000,88827289415.000000,,37842863507.000000,,,37842863507.000000,,,,50984425908.000000,88827289415.000000,166171548661.000000,,424800000000.000000,80746500000.000000,17047711957.000000,15047711957.000000,2000000000.000000,17047711957.000000,252442.000000,1592445303.000000,524186909702.000000,690358458363.000000,6796000000.000000
