Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,300369954434.0,-139901979648.0,160467974786.0,-104630446398.0,-30262595232.0,-86400853538.0,12033002372.0,-104630446398.0,55837528388.0,-28378252612.0,733777101.0,-29112029713.0,-28378252612.0,27459275776.0,-5415000088.0,-5875568295.0,460568207.0,-5415000088.0,22044275688.0,492016513.0,22536292201.0,22044275688.0,21041296195.0,1002979493.0,22044275688.0,22536292201.0,21530173512.0,1006118689.0,22536292201.0
12M 2020,91145293308.000000,-74603665218.000000,16541628090.000000,-68311388995.000000,-16822969573.000000,-51285252324.000000,-203167098.000000,-68311388995.000000,-51769760905.000000,-23308356181.000000,612026204.000000,-23920382385.000000,-23308356181.000000,-75078117086.000000,444662159.000000,,444662159.000000,444662159.000000,-74633454927.000000,-141318644.000000,-74774773571.000000,-74633454927.000000,-69534209610.000000,-5099245317.000000,-74633454927.000000,-74774773571.000000,-69641878276.000000,-5132895295.000000,-74774773571.000000
12M 2021,176252035914.0,-94502918698.0,81749117216.0,-53957796557.0,-16443054683.0,-38001175513.0,486433639.0,-53957796557.0,27791320659.0,-21991382650.0,778644138.0,-22770026788.0,-21991382650.0,5799938009.0,-2880339795.0,-2542039758.0,-338300037.0,-2880339795.0,2919598214.0,-347123658.0,2572474556.0,2919598214.0,2352946758.0,566651456.0,2919598214.0,2572474556.0,2178108764.0,394365792.0,2572474556.0
12M 2022,194958239203.0,-108218335222.0,86739903981.0,-60960608469.0,-14658816209.0,-49925320109.0,3623527849.0,-60960608469.0,25779295512.0,-16293731539.0,37091171.0,-16330822710.0,-16293731539.0,9485563973.0,-3716689158.0,-4121424501.0,404735343.0,-3716689158.0,5768874815.0,-304803335.0,5464071480.0,5768874815.0,5768861329.0,13486.0,5768874815.0,5464071480.0,5464057268.0,14212.0,5464071480.0
12M 2023,205003727671.000000,-111840947915.000000,93162779756.000000,-71759394917.000000,-19419449952.000000,-53696326061.000000,1356381096.000000,-71759394917.000000,21403384839.000000,-12274701422.000000,69854080.000000,-12344555502.000000,-12274701422.000000,9128683417.000000,831896937.000000,,,831896937.000000,9960580354.000000,83733994.000000,10044314348.000000,9960580354.000000,9960564947.000000,15407.000000,9960580354.000000,10044314348.000000,10044298939.000000,15409.000000,10044314348.000000
12M 2024,204229473655.000000,-107511180363.000000,96718293292.000000,-81795300521.000000,-23821118833.000000,-59476618591.000000,1502436903.000000,-81795300521.000000,14922992771.000000,-13262270891.000000,78290000.000000,-13340560891.000000,-13262270891.000000,1660721880.000000,491077608.000000,,,491077608.000000,2151799488.000000,51322516.000000,2203122004.000000,2151799488.000000,2151800138.000000,-650.000000,2151799488.000000,2203122004.000000,2203122607.000000,-603.000000,2203122004.000000
