Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,285765.60,0.00,0.00,,57.49%,190.64%,150.40%,16.65
12M 2022,0.00 B,270140.43,0.00,0.00,,46.83%,146.71%,60.03%,20.51
12M 2023,0.00 B,372369.85,0.00,0.00,,34.35%,79.96%,49.58%,131.18
