Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Dana Syirkah Temporer,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,59602857240.000000,,13998925763.000000,,13998925763.000000,13998925763.000000,70500534.000000,,70500534.000000,70500534.000000,3797826866.000000,289981148.000000,77760091551.000000,,14040900000.000000,14040900000.000000,,14040900000.000000,42308989536.000000,,2883830970.000000,856309747.000000,60090030253.000000,137850121804.000000,,,30423760705.000000,,,1682055985.000000,1682055985.000000,,,463856884.000000,463856884.000000,2222103730.000000,5147764858.000000,16738907468.000000,,88931724.000000,3905006676.000000,163528380.000000,4157466780.000000,11605000.000000,30423760705.000000,65853029409.000000,,4669957000.000000,4669957000.000000,,308389692.000000,28091140397.000000,,28399530089.000000,30250000000.000000,,2533542320.000000,65853029409.000000,96276790114.000000,,27734500000.000000,,14653002088.000000,,14653002088.000000,14653002088.000000,,-814170398.000000,41573331690.000000,137850121804.000000,277345.000000
12M 2022,,,29547207476.000000,,12118406500.000000,,12118406500.000000,12118406500.000000,97099554.000000,,97099554.000000,97099554.000000,2264889867.000000,1588755553.000000,45616358950.000000,,14855847650.000000,14855847650.000000,,14855847650.000000,66252356120.000000,,3268826531.000000,30000000000.000000,114377030301.000000,159993389251.000000,,,18405630017.000000,,,2059291014.000000,2059291014.000000,,,889836562.000000,889836562.000000,1576828919.000000,6011636598.000000,6988804035.000000,,174233989.000000,700008000.000000,,874241989.000000,4990900.000000,18405630017.000000,90521014507.000000,,2617116617.000000,2617116617.000000,,331522552.000000,55654298000.000000,,55985820552.000000,29822475744.000000,,2095601594.000000,90521014507.000000,108926644524.000000,,27734500000.000000,,19541167852.000000,,19541167852.000000,19541167852.000000,,3791076875.000000,51066744727.000000,159993389251.000000,277345.000000
12M 2023,,,2463973775.000000,,16783681668.000000,,16783681668.000000,16783681668.000000,27440000.000000,,27440000.000000,27440000.000000,4036032457.000000,4588898154.000000,27900026054.000000,,121974053871.000000,107933153871.000000,14040900000.000000,121974053871.000000,117418739194.000000,,3377073718.000000,30000000000.000000,272769866783.000000,300669892837.000000,,,41878923554.000000,,,4772562529.000000,4772562529.000000,,,2310412449.000000,2310412449.000000,5339423095.000000,11650476198.000000,9988984035.000000,,231752112.000000,7476298000.000000,,7708050112.000000,109015136.000000,41878923554.000000,129637962895.000000,,1160606700.000000,1160606700.000000,,190255560.000000,71249929334.000000,,71440184894.000000,55978364748.000000,,1058806553.000000,129637962895.000000,171516886449.000000,,27734500000.000000,,23080884249.000000,,23080884249.000000,23080884249.000000,,78337622139.000000,129153006388.000000,300669892837.000000,277345.000000
