Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,105656165223.000000,,105656165223.000000,-24870727966.000000,,,,-24870727966.000000,80785437257.000000,-3833673022.000000,,-4853128145.000000,1019455123.000000,-3833673022.000000,76951764235.000000,2303895570.000000,2498838100.000000,-194942530.000000,,2303895570.000000,79255659805.000000,-177975718.000000,79077684087.000000,79255659805.000000,79255659805.000000,,79255659805.000000,79077684087.000000,79077684087.000000,,79077684087.000000
12M 2022,99578144421.000000,,99578144421.000000,-24838391775.000000,,,,-24838391775.000000,74739752646.000000,-2417202969.000000,,-3643595812.000000,1226392843.000000,-2417202969.000000,72322549677.000000,2599547579.000000,1524857620.000000,-304769514.000000,1379459473.000000,2599547579.000000,74922097256.000000,-284437806.000000,74637659450.000000,74922097256.000000,74922097256.000000,,74922097256.000000,74637659450.000000,74637659450.000000,,74637659450.000000
12M 2023,134187678929.000000,,134187678929.000000,-34938868720.000000,,,,-34938868720.000000,99248810209.000000,-681259222.000000,,-756585614.000000,75326392.000000,-681259222.000000,98567550987.000000,4707365790.000000,2295944839.000000,-620252422.000000,3031673373.000000,4707365790.000000,103274916777.000000,27051661547.000000,130326578324.000000,103274916777.000000,103274916777.000000,,103274916777.000000,130326578324.000000,130326578324.000000,,130326578324.000000
