Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.34,0.23,3.91,12.23,0.0,0.0,3.2,0.32,11.23
12M 2021,0.47,0.33,0.19,2.86,0.0,0.0,-0.0,0.07,1.86
12M 2022,0.42,0.36,0.14,2.28,0.0,0.0,0.06,0.06,1.28
12M 2023,0.78,0.6,0.13,1.77,0.0,0.0,0.07,0.07,0.77
12M 2024,0.98,0.77,0.23,2.25,0.0,0.0,0.21,0.1,1.25
