Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,47 B,(15 B),32 B,15947660.18
12M 2021,14 B,(2 B),12 B,6100076.03
12M 2022,20 B,(18 B),2 B,12001.24
12M 2023,(29 B),(176 B),(205 B),-51.21
12M 2024,(26 B),(3 B),(29 B),-7.36
