Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Beban Karyawan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,478274933849.000000,-451498906148.000000,26776027701.000000,-18141368612.000000,,-4078236052.000000,-14063132560.000000,,-18141368612.000000,8634659089.000000,-5824707904.000000,-7554546931.000000,-88757799.000000,1818596826.000000,-5824707904.000000,2809951185.000000,-879122597.000000,-979463389.000000,100340792.000000,-879122597.000000,1930828588.000000,-463952510.000000,-463952510.000000,-463952510.000000,1466876078.000000,1930828588.000000,1930828588.000000,,1930828588.000000,1466876078.000000,1466876078.000000,,1466876078.000000
12M 2021,428547098628.000000,-399697495988.000000,28849602640.000000,-19156779243.000000,,-3552875510.000000,-15603903733.000000,,-19156779243.000000,9692823397.000000,53144259513.000000,-5139538017.000000,1339414168.000000,56944383362.000000,53144259513.000000,62837082910.000000,-2256667939.000000,-2368912448.000000,112244509.000000,-2256667939.000000,60580414971.000000,472630062.000000,472630062.000000,472630062.000000,61053045033.000000,60580414971.000000,60580414971.000000,,60580414971.000000,61053045033.000000,61053045033.000000,,61053045033.000000
12M 2022,395627919197.000000,-366069512511.000000,29558406686.000000,-19787364456.000000,,-3621471422.000000,-16165893034.000000,,-19787364456.000000,9771042230.000000,5852645400.000000,-1606602198.000000,2073483683.000000,5385763915.000000,5852645400.000000,15623687630.000000,-3164565342.000000,-3221764260.000000,57198918.000000,-3164565342.000000,12459122288.000000,-313876797.000000,-313876797.000000,-313876797.000000,12145245491.000000,12459122288.000000,12459122288.000000,,12459122288.000000,12145245491.000000,12145245491.000000,,12145245491.000000
12M 2023,352261975649.000000,-328156747417.000000,24105228232.000000,-17958566975.000000,,-3407146021.000000,-14551420954.000000,,-17958566975.000000,6146661257.000000,6230030781.000000,-1976266008.000000,475728200.000000,7730568589.000000,6230030781.000000,12376692038.000000,-2742621830.000000,-2922845685.000000,180223855.000000,-2742621830.000000,9634070208.000000,420491545.000000,420491545.000000,420491545.000000,10054561753.000000,9634070208.000000,9634070208.000000,,9634070208.000000,10054561753.000000,10054561753.000000,,10054561753.000000
12M 2024,361344059586.000000,-340844774382.000000,20499285204.000000,-13454453419.000000,,-2670492305.000000,-10783961114.000000,,-13454453419.000000,7044831785.000000,3513209654.000000,-3478449100.000000,-1338226502.000000,8329885256.000000,3513209654.000000,10558041439.000000,-2829221114.000000,-3144188315.000000,314967201.000000,-2829221114.000000,7728820325.000000,-726937417.000000,-726937417.000000,-726937417.000000,7001882908.000000,7728820325.000000,7728820325.000000,,7728820325.000000,7001882908.000000,7001882908.000000,,7001882908.000000
