Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,30005.44,0.00,4952.77,16 B,,16 B,15 B,(6 B)
12M 2020,0.00,37982.87,0.00,9365.10,25 B,,25 B,23 B,(8 B)
12M 2021,0.00,50996.35,0.00,20471.43,12 B,,12 B,(2 B),7 B
12M 2022,0.00,35.72,0.00,20.21,6 B,0 B,6 B,(20 B),27 B
12M 2023,1.46,59.01,2.49,34.59,6 B,,6 B,(16 B),38 B
12M 2024,1.79,66.02,2.42,48.73,6 B,,6 B,(28 B),39 B
